site_id,name,crop_type,acquisition_date,acquisition_count,product_ids,acquisition_datetimes,tile_cloud_cover_min,tile_cloud_cover_mean,tile_cloud_cover_max,ndvi_geometry_pixel_count,ndvi_sample_count,ndvi_no_data_count,ndvi_valid_pixel_count,ndvi_valid_pixel_ratio,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,ndvi_p10,ndvi_p25,ndvi_median,ndvi_p75,ndvi_p90,ratio_ndvi_below_0,ratio_ndvi_0_0_2,ratio_ndvi_0_2_0_4,ratio_ndvi_0_4_0_6,ratio_ndvi_0_6_0_8,ratio_ndvi_above_0_8,ndvi_is_usable,ndvi_change_from_previous_usable,ndvi_rolling_mean_3,evi_geometry_pixel_count,evi_sample_count,evi_no_data_count,evi_valid_pixel_count,evi_valid_pixel_ratio,evi_min,evi_max,evi_mean,evi_std,evi_p10,evi_p25,evi_median,evi_p75,evi_p90,ratio_evi_below_0,ratio_evi_0_0_2,ratio_evi_0_2_0_4,ratio_evi_0_4_0_6,ratio_evi_0_6_0_8,ratio_evi_above_0_8,evi_is_usable,evi_change_from_previous_usable,evi_rolling_mean_3,ndmi_geometry_pixel_count,ndmi_sample_count,ndmi_no_data_count,ndmi_valid_pixel_count,ndmi_valid_pixel_ratio,ndmi_min,ndmi_max,ndmi_mean,ndmi_std,ndmi_p10,ndmi_p25,ndmi_median,ndmi_p75,ndmi_p90,ratio_ndmi_below_0,ratio_ndmi_0_0_2,ratio_ndmi_0_2_0_4,ratio_ndmi_0_4_0_6,ratio_ndmi_0_6_0_8,ratio_ndmi_above_0_8,ndmi_is_usable,ndmi_change_from_previous_usable,ndmi_rolling_mean_3,ndre_geometry_pixel_count,ndre_sample_count,ndre_no_data_count,ndre_valid_pixel_count,ndre_valid_pixel_ratio,ndre_min,ndre_max,ndre_mean,ndre_std,ndre_p10,ndre_p25,ndre_median,ndre_p75,ndre_p90,ratio_ndre_below_0,ratio_ndre_0_0_2,ratio_ndre_0_2_0_4,ratio_ndre_0_4_0_6,ratio_ndre_0_6_0_8,ratio_ndre_above_0_8,ndre_is_usable,ndre_change_from_previous_usable,ndre_rolling_mean_3,usable_all_indices
site_004,Parcelle noyers,noyers,2015-07-30,2,S2A_MSIL2A_20150730T103016_N0500_R108_T31TFK_20231009T235104.SAFE | S2A_MSIL2A_20150730T103016_N0500_R108_T31TFL_20231009T235104.SAFE,2015-07-30T10:38:22.693000+00:00 | 2015-07-30T10:38:37.429000+00:00,55.63,61.245000000000005,66.86,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-08-02,2,S2A_MSIL2A_20150802T104026_N0500_R008_T31TFK_20231010T074654.SAFE | S2A_MSIL2A_20150802T104026_N0500_R008_T31TFL_20231010T074654.SAFE,2015-08-02T10:48:20.238000+00:00 | 2015-08-02T10:48:34.474000+00:00,3.77,4.865,5.96,570,868,544,324,0.5684210526315789,0.2294617593288421,0.9351797103881836,0.8083695824499484,0.12565848695707,0.6253915429115295,0.7967072129249573,0.8542914390563965,0.8842203617095947,0.907010018825531,0.0,0.0,0.015432098765432,0.074074074074074,0.1635802469135802,0.7469135802469136,False,,,570,868,544,324,0.5684210526315789,0.089614987373352,0.7337746620178223,0.3623633255699166,0.1533176573372221,0.1939979046583175,0.2327562421560287,0.324869304895401,0.4861438274383545,0.5940327644348145,0.0,0.1234567901234567,0.4907407407407407,0.2901234567901234,0.095679012345679,0.0,False,,,163,224,129,95,0.5828220858895705,-0.2051282078027725,0.4741949737071991,0.2957756978214571,0.1265705055785413,0.0943666994571685,0.2429122179746627,0.3236593008041382,0.3888888955116272,0.4231805801391601,0.031578947368421,0.1473684210526315,0.6105263157894737,0.2105263157894736,0.0,0.0,False,,,163,224,129,95,0.5828220858895705,0.2663115859031677,0.7210526466369629,0.567193432230698,0.0967628210626124,0.4442595541477203,0.5288357138633728,0.5819838047027588,0.639053225517273,0.6739769577980042,0.0,0.0,0.0736842105263157,0.5157894736842106,0.4105263157894737,0.0,False,,,False
site_004,Parcelle noyers,noyers,2015-08-09,2,S2A_MSIL2A_20150809T103016_N0500_R108_T31TFK_20231010T210842.SAFE | S2A_MSIL2A_20150809T103016_N0500_R108_T31TFL_20231010T210842.SAFE,2015-08-09T10:38:24.101000+00:00 | 2015-08-09T10:38:38.835000+00:00,62.76,77.795,92.83,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-08-12,2,S2A_MSIL2A_20150812T104026_N0500_R008_T31TFK_20231010T220511.SAFE | S2A_MSIL2A_20150812T104026_N0500_R008_T31TFL_20231010T220511.SAFE,2015-08-12T10:48:21.274000+00:00 | 2015-08-12T10:48:35.507000+00:00,1.02,1.22,1.42,570,868,298,570,1.0,0.2946489155292511,0.9001782536506653,0.8023442255823235,0.0983100323423394,0.692842960357666,0.7767220735549927,0.8302491903305054,0.8652001023292542,0.8847047686576843,0.0,0.0,0.0087719298245614,0.0473684210526315,0.2982456140350877,0.6456140350877193,True,,0.8023442255823235,570,868,298,570,1.0,0.1982499361038208,0.7370648980140686,0.596699967562106,0.0895960593188668,0.490217387676239,0.5550235509872437,0.6153903603553772,0.6612867116928101,0.6880449652671814,0.0,0.0017543859649122,0.043859649122807,0.3789473684210526,0.5754385964912281,0.0,True,,0.596699967562106,163,224,61,163,1.0,-0.1136476397514343,0.4288179576396942,0.2618735892686741,0.1077845392701718,0.1160809397697448,0.2215464860200882,0.2839160859584808,0.3356533944606781,0.3750223219394684,0.0368098159509202,0.1656441717791411,0.754601226993865,0.0429447852760736,0.0,0.0,True,,0.2618735892686741,163,224,61,163,1.0,0.2514307498931885,0.6997465491294861,0.5812797198997686,0.0858880584250185,0.4677217900753021,0.544421911239624,0.5966693758964539,0.6405911445617676,0.6725214719772339,0.0,0.0,0.0490797546012269,0.4723926380368098,0.4785276073619632,0.0,True,,0.5812797198997686,True
site_004,Parcelle noyers,noyers,2015-08-19,2,S2A_MSIL2A_20150819T103026_N0500_R108_T31TFK_20231011T003344.SAFE | S2A_MSIL2A_20150819T103026_N0500_R108_T31TFL_20231011T003344.SAFE,2015-08-19T10:38:24.358000+00:00 | 2015-08-19T10:38:39.092000+00:00,5.06,5.895,6.73,570,868,298,570,1.0,0.4166256785392761,0.9422066807746888,0.8640487230137773,0.0845405888126415,0.7728285193443298,0.8546603322029114,0.8883000612258911,0.9106529355049132,0.9308462142944336,0.0,0.0,0.0,0.0298245614035087,0.075438596491228,0.8947368421052632,True,0.0617044974314537,0.8331964742980504,570,868,298,570,1.0,0.272504985332489,0.7975522875785828,0.6883620802770579,0.086299345019626,0.5858676433563232,0.6630943417549133,0.7182765603065491,0.7420763969421387,0.7594545483589172,0.0,0.0,0.019298245614035,0.1017543859649122,0.8789473684210526,0.0,True,0.0916621127149519,0.642531023919582,163,224,61,163,1.0,-0.0376130789518356,0.4437066614627838,0.3165866402977723,0.0939890203641437,0.1958183795213699,0.2944509387016296,0.3401370346546173,0.3761495649814605,0.403445690870285,0.0184049079754601,0.0920245398773006,0.7852760736196319,0.1042944785276073,0.0,0.0,True,0.0547130510290982,0.2892301147832232,163,224,61,163,1.0,0.3017223179340362,0.7212998867034912,0.6135690941766728,0.0784996436911487,0.5165455937385559,0.5766531229019165,0.6402280926704407,0.6649466753005981,0.6889699101448059,0.0,0.0,0.0306748466257668,0.2822085889570552,0.6871165644171779,0.0,True,0.0322893742769042,0.5974244070382206,True
site_004,Parcelle noyers,noyers,2015-08-22,2,S2A_MSIL2A_20150822T104036_N0500_R008_T31TFK_20231011T040550.SAFE | S2A_MSIL2A_20150822T104036_N0500_R008_T31TFL_20231011T040550.SAFE,2015-08-22T10:48:21.177000+00:00 | 2015-08-22T10:48:35.413000+00:00,2.22,8.73,15.24,570,868,298,570,1.0,0.3449334800243377,0.9171310663223268,0.8391691861968289,0.0878006578110612,0.7461174726486206,0.8358521461486816,0.8678874969482422,0.886550784111023,0.9003083109855652,0.0,0.0,0.0052631578947368,0.0350877192982456,0.1228070175438596,0.8368421052631579,True,-0.0248795368169484,0.83518737826431,570,868,298,570,1.0,0.2187885493040084,0.7351500988006592,0.6251033049142162,0.0827549259053878,0.5138129591941833,0.6015953421592712,0.652642548084259,0.6758436560630798,0.6948031187057495,0.0,0.0,0.0350877192982456,0.2157894736842105,0.7491228070175439,0.0,True,-0.0632587753628417,0.6367217842511267,163,224,61,163,1.0,-0.0721977055072784,0.4537097811698913,0.3111922137690651,0.10312801248253,0.1692850887775421,0.2763085961341858,0.3402995467185974,0.3776186108589172,0.4137807786464691,0.0184049079754601,0.1042944785276073,0.7607361963190185,0.1165644171779141,0.0,0.0,True,-0.0053944265287071,0.2965508144451705,163,224,61,163,1.0,0.2954152226448059,0.6997827291488647,0.6021010131558023,0.0777728397191105,0.5053380727767944,0.5704196095466614,0.6296442151069641,0.6555401682853699,0.6763636469841003,0.0,0.0,0.0368098159509202,0.3312883435582822,0.6319018404907976,0.0,True,-0.0114680810208704,0.5989832757440813,True
site_004,Parcelle noyers,noyers,2015-08-29,2,S2A_MSIL2A_20150829T103026_N0500_R108_T31TFK_20231011T023648.SAFE | S2A_MSIL2A_20150829T103026_N0500_R108_T31TFL_20231011T023648.SAFE,2015-08-29T10:38:24.008000+00:00 | 2015-08-29T10:38:38.745000+00:00,0.85,7.42,13.99,570,868,298,570,1.0,0.3918770551681518,0.9418386220932008,0.8779085433273989,0.0801183159137835,0.7994628548622131,0.8771331310272217,0.9049295783042908,0.9177587032318116,0.930002212524414,0.0,0.0,0.0017543859649122,0.0210526315789473,0.0807017543859649,0.8964912280701754,True,0.0387393571305699,0.8603754841793351,570,868,298,570,1.0,0.23255056142807,0.8098318576812744,0.6862048966319938,0.0864188579155233,0.5801204442977905,0.6615374088287354,0.7125940918922424,0.7386462092399597,0.761316180229187,0.0,0.0,0.0157894736842105,0.1280701754385965,0.8508771929824561,0.0052631578947368,True,0.0611015917177776,0.6665567606077559,163,224,61,163,1.0,-0.0547894164919853,0.4403154850006103,0.3264273157046158,0.0995350202276742,0.1963109374046325,0.3015298545360565,0.3591177761554718,0.3908496797084808,0.4186939895153045,0.0122699386503067,0.0981595092024539,0.7116564417177914,0.1779141104294478,0.0,0.0,True,0.0152351019355507,0.3180687232571511,163,224,61,163,1.0,0.3232778012752533,0.7210960984230042,0.628867670802251,0.0717513713605501,0.53899747133255,0.5994764566421509,0.6585366129875183,0.6760282516479492,0.6932153105735779,0.0,0.0,0.0122699386503067,0.2453987730061349,0.7423312883435583,0.0,True,0.0267666576464487,0.6148459260449087,True
site_004,Parcelle noyers,noyers,2015-09-08,2,S2A_MSIL2A_20150908T103036_N0500_R108_T31TFK_20231010T073304.SAFE | S2A_MSIL2A_20150908T103036_N0500_R108_T31TFL_20231010T073304.SAFE,2015-09-08T10:38:26.259000+00:00 | 2015-09-08T10:38:40.986000+00:00,3.19,6.569999999999999,9.95,570,868,298,570,1.0,0.3679568767547607,0.8886827230453491,0.786042909298027,0.087161206260696,0.6600397825241089,0.7514901161193848,0.8144536018371582,0.8515123724937439,0.8695753216743469,0.0,0.0,0.0017543859649122,0.031578947368421,0.4052631578947368,0.5614035087719298,True,-0.0918656340293718,0.8343735462740849,570,868,298,570,1.0,0.2394846826791763,0.7575057744979858,0.6174136122329196,0.0883215546097278,0.4989820420742035,0.5619834661483765,0.6347327828407288,0.6885204911231995,0.7120178937911987,0.0,0.0,0.0175438596491228,0.3614035087719298,0.6210526315789474,0.0,True,-0.0687912843990742,0.6429072712597098,163,224,61,163,1.0,-0.0490463227033615,0.4283036589622497,0.2493071595629666,0.1078238811790885,0.1049924343824386,0.162748098373413,0.2654728293418884,0.342470109462738,0.379586398601532,0.0122699386503067,0.3190184049079754,0.6380368098159509,0.0306748466257668,0.0,0.0,True,-0.0771201561416492,0.2956422296788825,163,224,61,163,1.0,0.2638888955116272,0.6777042150497437,0.5572092116244736,0.0732519988159948,0.4698605835437774,0.5116279125213623,0.5666126012802124,0.6164654493331909,0.6447861790657043,0.0,0.0,0.0245398773006134,0.6503067484662577,0.3251533742331288,0.0,True,-0.0716584591777774,0.5960592985275089,True
site_004,Parcelle noyers,noyers,2015-09-11,2,S2A_MSIL2A_20150911T104036_N0500_R008_T31TFK_20231010T021014.SAFE | S2A_MSIL2A_20150911T104036_N0500_R008_T31TFL_20231010T021014.SAFE,2015-09-11T10:48:23.696000+00:00 | 2015-09-11T10:48:37.918000+00:00,36.35,37.525000000000006,38.7,570,868,298,570,1.0,0.4546989202499389,0.899725615978241,0.7882032434668458,0.091134369208851,0.6387709379196167,0.7472859025001526,0.8185214996337891,0.8588588833808899,0.8791912198066711,0.0,0.0,0.0,0.0578947368421052,0.3807017543859649,0.5614035087719298,True,0.0021603341688187,0.8173848986974238,570,868,298,570,1.0,0.2767786681652069,0.6835415363311768,0.5529739220414247,0.0788687487768577,0.4420821070671081,0.5028424263000488,0.5671260356903076,0.6179859638214111,0.6422954201698303,0.0,0.0,0.043859649122807,0.6087719298245614,0.3473684210526316,0.0,True,-0.0644396901914948,0.6188641436354461,163,224,61,163,1.0,-0.0205992516130208,0.4367878437042236,0.2515209747101266,0.1079473389263548,0.1092783510684967,0.167690634727478,0.2701949775218963,0.3443787097930908,0.393985241651535,0.0122699386503067,0.3067484662576687,0.6012269938650306,0.0797546012269938,0.0,0.0,True,0.0022138151471599,0.2757518166592363,163,224,61,163,1.0,0.3178723454475403,0.6859151721000671,0.5569908948032402,0.0733948582742155,0.4635901749134063,0.5069042444229126,0.5619730353355408,0.6169945597648621,0.6508333086967468,0.0,0.0,0.0245398773006134,0.6625766871165644,0.3128834355828221,0.0,True,-0.0002183168212334,0.5810225924099882,True
site_004,Parcelle noyers,noyers,2015-09-18,2,S2A_MSIL2A_20150918T103036_N0500_R108_T31TFK_20231018T082648.SAFE | S2A_MSIL2A_20150918T103036_N0500_R108_T31TFL_20231018T082648.SAFE,2015-09-18T10:38:27.410000+00:00 | 2015-09-18T10:38:42.130000+00:00,17.78,21.935,26.09,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-09-28,2,S2A_MSIL2A_20150928T103036_N0500_R108_T31TFK_20231016T202546.SAFE | S2A_MSIL2A_20150928T103036_N0500_R108_T31TFL_20231016T202546.SAFE,2015-09-28T10:38:27.487000+00:00 | 2015-09-28T10:38:42.203000+00:00,13.42,19.64,25.86,570,868,298,570,1.0,0.4886597990989685,0.9159577488899232,0.8205874926165531,0.0792844091695645,0.6984490156173706,0.7737069129943848,0.848757266998291,0.883032500743866,0.8974604606628418,0.0,0.0,0.0,0.0105263157894736,0.3035087719298245,0.6859649122807018,True,0.0323842491497072,0.7982778817938087,570,868,298,570,1.0,0.3457330465316772,0.7425289154052734,0.5913825171035637,0.0719474261934492,0.4889684021472931,0.5439143776893616,0.6087474822998047,0.6449893116950989,0.6697278022766113,0.0,0.0,0.0105263157894736,0.4403508771929824,0.5491228070175439,0.0,True,0.038408595062139,0.587256683792636,163,224,61,163,1.0,0.0619821026921272,0.4126449823379516,0.2659609031183588,0.0924227478076915,0.1161483079195022,0.1964056491851806,0.2884155511856079,0.3386787474155426,0.369672566652298,0.0,0.2576687116564417,0.7177914110429447,0.0245398773006134,0.0,0.0,True,0.0144399284082322,0.2555963457971507,163,224,61,163,1.0,0.3787465989589691,0.6797910332679749,0.5586049765165598,0.0621120060500882,0.4800556600093841,0.5164632797241211,0.5603041052818298,0.6062057018280029,0.6371343731880188,0.0,0.0,0.0122699386503067,0.6932515337423313,0.294478527607362,0.0,True,0.0016140817133196,0.5576016943147578,True
site_004,Parcelle noyers,noyers,2015-10-01,2,S2A_MSIL2A_20151001T104036_N0500_R008_T31TFK_20231010T215249.SAFE | S2A_MSIL2A_20151001T104036_N0500_R008_T31TFL_20231010T215249.SAFE,2015-10-01T10:48:24.256000+00:00 | 2015-10-01T10:48:38.465000+00:00,12.57,15.345,18.12,570,868,298,570,1.0,0.4910067021846771,0.8991097807884216,0.8080281477748309,0.0750964972905698,0.6890890002250671,0.7660356163978577,0.8381405472755432,0.8646934628486633,0.8776823878288269,0.0,0.0,0.0,0.0105263157894736,0.3210526315789473,0.6684210526315789,True,-0.0125593448417221,0.8056062946194098,570,868,298,570,1.0,0.3300848305225372,0.7627415657043457,0.5441268354654314,0.0638943117505095,0.4558655023574829,0.5013514757156372,0.5583003759384155,0.5902079343795776,0.6124590635299683,0.0,0.0,0.0280701754385964,0.7982456140350878,0.1736842105263158,0.0,True,-0.0472556816381323,0.5628277582034733,163,224,61,163,1.0,0.0964012667536735,0.4298477172851562,0.2888277126876122,0.083861455565238,0.1620453745126724,0.2272906005382537,0.315683901309967,0.3549695611000061,0.3849630355834961,0.0,0.2024539877300613,0.7484662576687117,0.0490797546012269,0.0,0.0,True,0.0228668095692534,0.2687698635053659,163,224,61,163,1.0,0.396062284708023,0.6782675981521606,0.5590047754027364,0.0578301287256652,0.4833182990550995,0.5195031762123108,0.5608092546463013,0.6027703285217285,0.632957398891449,0.0,0.0,0.0061349693251533,0.7177914110429447,0.2760736196319018,0.0,True,0.0003997988861765,0.5582002155741789,True
site_004,Parcelle noyers,noyers,2015-10-21,2,S2A_MSIL2A_20151021T104102_N0500_R008_T31TFK_20231024T121015.SAFE | S2A_MSIL2A_20151021T104102_N0500_R008_T31TFL_20231024T121015.SAFE,2015-10-21T10:48:26.300000+00:00 | 2015-10-21T10:48:40.498000+00:00,17.36,31.74,46.12,570,868,298,570,1.0,0.5399141907691956,0.8534336090087891,0.7910428627541194,0.0436108167110779,0.7486229538917542,0.7824267745018005,0.7996850609779358,0.8188267350196838,0.82891446352005,0.0,0.0,0.0,0.0035087719298245,0.5,0.4964912280701754,True,-0.0169852850207115,0.8065528343818346,570,868,298,570,1.0,0.430402934551239,0.729993462562561,0.5908665565022249,0.0428314912978919,0.537218451499939,0.5676741003990173,0.5940154194831848,0.6190181970596313,0.6373391151428223,0.0,0.0,0.0,0.5578947368421052,0.4421052631578947,0.0,True,0.0467397210367934,0.5754586363570734,163,224,61,163,1.0,0.192314937710762,0.4281879067420959,0.3286434456797467,0.0463191755519981,0.2730675637722015,0.3051463663578033,0.332517921924591,0.3613766729831695,0.3829479813575744,0.0,0.0184049079754601,0.9386503067484664,0.0429447852760736,0.0,0.0,True,0.0398157329921344,0.2944773538285726,163,224,61,163,1.0,0.4017175436019897,0.5965929627418518,0.5256553058243965,0.0323579012807188,0.4884944260120392,0.5073388814926147,0.5250999331474304,0.5512087941169739,0.5648535490036011,0.0,0.0,0.0,1.0,0.0,0.0,True,-0.0333494695783399,0.5477550192478976,True
site_004,Parcelle noyers,noyers,2015-11-17,2,S2A_MSIL2A_20151117T103312_N0500_R108_T31TFK_20231009T013854.SAFE | S2A_MSIL2A_20151117T103312_N0500_R108_T31TFL_20231009T013854.SAFE,2015-11-17T10:38:20.839000+00:00 | 2015-11-17T10:38:35.566000+00:00,4.22,26.855,49.49,570,868,759,109,0.1912280701754386,0.2821229100227356,0.6789456009864807,0.533829256208665,0.0623106474811076,0.4749596118927002,0.5003548860549927,0.5344532132148743,0.5763645172119141,0.6057111620903015,0.0,0.0,0.036697247706422,0.8073394495412844,0.1559633027522936,0.0,False,,,570,868,759,109,0.1912280701754386,0.1458589136600494,0.4434317946434021,0.2984770105792841,0.0641065099436651,0.2244039326906204,0.2494240999221801,0.2944658696651459,0.336866021156311,0.3899100720882416,0.0,0.0275229357798165,0.8990825688073395,0.073394495412844,0.0,0.0,False,,,163,224,191,33,0.2024539877300613,-0.1467673480510711,0.193172350525856,-0.0174478582304083,0.0917725845328713,-0.1233492568135261,-0.0809947550296783,-0.0399999991059303,0.0328245870769023,0.1368568390607834,0.6363636363636364,0.3636363636363636,0.0,0.0,0.0,0.0,False,,,163,224,191,33,0.2024539877300613,0.2429447919130325,0.5457102656364441,0.385380973870104,0.0538845066946756,0.3481432497501373,0.361730009317398,0.3848354816436767,0.4085714221000671,0.461063027381897,0.0,0.0,0.696969696969697,0.303030303030303,0.0,0.0,False,,,False
site_004,Parcelle noyers,noyers,2015-11-20,2,S2A_MSIL2A_20151120T104332_N0500_R008_T31TFK_20231024T053215.SAFE | S2A_MSIL2A_20151120T104332_N0500_R008_T31TFL_20231024T053215.SAFE,2015-11-20T10:48:18.671000+00:00 | 2015-11-20T10:48:32.891000+00:00,99.99,99.99,99.99,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-11-27,2,S2A_MSIL2A_20151127T103352_N0500_R108_T31TFK_20231027T170241.SAFE | S2A_MSIL2A_20151127T103352_N0500_R108_T31TFL_20231027T170241.SAFE,2015-11-27T10:38:23.228000+00:00 | 2015-11-27T10:38:37.949000+00:00,20.48,48.285,76.09,570,868,709,159,0.2789473684210526,0.1947136521339416,0.6852589845657349,0.5026615936801119,0.0903541084718986,0.3833333253860473,0.4540059268474579,0.5321637392044067,0.5614973306655884,0.6045056581497192,0.0,0.0062893081761006,0.1132075471698113,0.7672955974842768,0.1132075471698113,0.0,False,,,570,868,709,159,0.2789473684210526,0.0920066609978675,0.4152372479438782,0.2056441393757015,0.0571902395763177,0.1329234093427658,0.1641370505094528,0.2079477906227111,0.2400882095098495,0.278536856174469,0.0,0.440251572327044,0.5534591194968553,0.0062893081761006,0.0,0.0,False,,,163,224,177,47,0.2883435582822086,-0.0531506836414337,0.2329545468091964,0.077514903917116,0.0820540035601312,-0.0239234454929828,0.0045598037540912,0.0821167901158332,0.1480730175971985,0.1967909336090088,0.2340425531914893,0.6808510638297872,0.0851063829787234,0.0,0.0,0.0,False,,,163,224,177,47,0.2883435582822086,0.1977891772985458,0.4567786753177643,0.3305701556357933,0.0574749509202616,0.2504911720752716,0.3047923445701599,0.3408018946647644,0.3742280900478363,0.3950338661670685,0.0,0.0212765957446808,0.9148936170212766,0.0638297872340425,0.0,0.0,False,,,False
site_004,Parcelle noyers,noyers,2015-11-30,2,S2A_MSIL2A_20151130T104412_N0500_R008_T31TFK_20231006T181704.SAFE | S2A_MSIL2A_20151130T104412_N0500_R008_T31TFL_20231006T181704.SAFE,2015-11-30T10:48:20.599000+00:00 | 2015-11-30T10:48:34.813000+00:00,36.96,66.49,96.02,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-12-07,2,S2A_MSIL2A_20151207T103422_N0500_R108_T31TFK_20231027T211403.SAFE | S2A_MSIL2A_20151207T103422_N0500_R108_T31TFL_20231027T211403.SAFE,2015-12-07T10:38:24.160000+00:00 | 2015-12-07T10:38:38.881000+00:00,5.33,15.275,25.22,570,868,298,570,1.0,0.2571967840194702,0.8582959771156311,0.6341834743294795,0.1044279178972247,0.5138516426086426,0.5587703585624695,0.6252231001853943,0.7153179049491882,0.7889619469642639,0.0,0.0,0.0140350877192982,0.3894736842105263,0.5298245614035088,0.0666666666666666,True,-0.1568593884246398,0.7444181616194766,570,868,298,570,1.0,0.099302090704441,0.683571457862854,0.3402209044548506,0.1247598724615573,0.1963816583156585,0.2427032887935638,0.32034632563591,0.4089163243770599,0.533784031867981,0.0,0.1175438596491228,0.6157894736842106,0.219298245614035,0.0473684210526315,0.0,True,-0.2506456520473742,0.4917380988075022,163,224,61,163,1.0,-0.2751588225364685,0.383639395236969,0.0463572249025037,0.1609594406942544,-0.1564551442861557,-0.0789382979273796,0.022969452664256,0.1707910746335983,0.2798833847045898,0.4355828220858895,0.3558282208588957,0.2085889570552147,0.0,0.0,0.0,True,-0.2822862207772429,0.2212761277566209,163,224,61,163,1.0,0.2106247693300247,0.5601347088813782,0.4288138550666214,0.06874090674207,0.3519855737686157,0.3816350400447845,0.4290942251682281,0.4807081222534179,0.5217483639717102,0.0,0.0,0.3496932515337423,0.6503067484662577,0.0,0.0,True,-0.096841450757775,0.5044913120979181,True
site_004,Parcelle noyers,noyers,2015-12-17,2,S2A_MSIL2A_20151217T103442_N0500_R108_T31TFK_20231015T172135.SAFE | S2A_MSIL2A_20151217T103442_N0500_R108_T31TFL_20231015T172135.SAFE,2015-12-17T10:38:24.092000+00:00 | 2015-12-17T10:38:38.809000+00:00,30.56,32.915,35.27,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,570,868,868,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,163,224,224,0,0.0,,,,,,,,,,,,,,,,False,,,False
site_004,Parcelle noyers,noyers,2015-12-27,2,S2A_MSIL2A_20151227T103442_N0500_R108_T31TFK_20231021T004235.SAFE | S2A_MSIL2A_20151227T103442_N0500_R108_T31TFL_20231021T004235.SAFE,2015-12-27T10:38:24.529000+00:00 | 2015-12-27T10:38:39.245000+00:00,1.52,13.18,24.84,570,868,298,570,1.0,0.3622559607028961,0.8663625717163086,0.6641303194719449,0.0929234476537991,0.5492063760757446,0.5962616801261902,0.6581382751464844,0.7334191799163818,0.7971014380455017,0.0,0.0,0.0052631578947368,0.256140350877193,0.643859649122807,0.0947368421052631,True,0.0299468451424653,0.6964522188518479,570,868,298,570,1.0,0.127600610256195,0.6741792559623718,0.3454430785879754,0.1187550303712324,0.2054485827684402,0.2541782855987549,0.3293246328830719,0.4178018271923065,0.5307088494300842,0.0,0.0842105263157894,0.6228070175438597,0.2596491228070175,0.0333333333333333,0.0,True,0.0052221741331247,0.4255101798483503,163,224,61,163,1.0,-0.2517580986022949,0.3970253765583038,0.0874457364109847,0.1495811436042284,-0.1102963611483573,-0.0196483973413705,0.0852941200137138,0.1970162391662597,0.2942732870578766,0.3006134969325153,0.4539877300613497,0.2453987730061349,0.0,0.0,0.0,True,0.0410885115084809,0.1541488023310784,163,224,61,163,1.0,0.2265625,0.5840618014335632,0.4491462702034443,0.064898859081913,0.3826508224010467,0.4073564708232879,0.4442493319511413,0.5001378059387207,0.535786509513855,0.0,0.0,0.1963190184049079,0.803680981595092,0.0,0.0,True,0.0203324151368229,0.4678718103648207,True
