site_id,latitude,longitude,weather_model,timezone,date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,relative_humidity_2m_mean,vapour_pressure_deficit_max,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,precipitation_7d,et0_7d,water_balance_7d,temperature_mean_7d,temperature_max_7d,relative_humidity_mean_7d,vpd_max_7d,radiation_sum_7d,wind_speed_mean_7d,soil_moisture_0_7cm_mean_7d,soil_moisture_7_28cm_mean_7d,rainy_days_7d,precipitation_14d,et0_14d,water_balance_14d,temperature_mean_14d,temperature_max_14d,relative_humidity_mean_14d,vpd_max_14d,radiation_sum_14d,wind_speed_mean_14d,soil_moisture_0_7cm_mean_14d,soil_moisture_7_28cm_mean_14d,rainy_days_14d,precipitation_30d,et0_30d,water_balance_30d,temperature_mean_30d,temperature_max_30d,relative_humidity_mean_30d,vpd_max_30d,radiation_sum_30d,wind_speed_mean_30d,soil_moisture_0_7cm_mean_30d,soil_moisture_7_28cm_mean_30d,rainy_days_30d,dryness_index_30d
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-14,25.0,19.6,30.6,0.0,43.0,3.15,7.35,28.98,13.5,0.132,0.176,0.0,49.03,-49.03,23.985714285714288,32.6,43.857142857142854,3.77,196.85000000000002,13.442857142857145,0.13542857142857143,0.18414285714285714,0.0,0.9,101.78999999999999,-100.88999999999999,25.714285714285715,34.6,44.642857142857146,4.19,393.45,13.207142857142857,0.14342857142857143,0.1977142857142857,0.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-15,25.1,18.0,32.0,0.0,46.0,3.45,6.72,28.77,9.9,0.132,0.174,0.0,49.79,-49.79,24.228571428571428,32.6,43.285714285714285,3.77,200.48,12.985714285714286,0.13442857142857143,0.18142857142857144,0.0,0.9,100.89,-99.99,25.664285714285715,34.6,44.357142857142854,4.19,392.69,12.785714285714286,0.14085714285714288,0.19378571428571428,0.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-16,28.1,21.2,34.6,0.0,40.0,4.18,6.85,27.42,7.2,0.131,0.172,0.0,49.39,-49.39,25.271428571428572,34.6,43.285714285714285,4.18,199.04000000000002,11.228571428571428,0.13342857142857145,0.17885714285714283,0.0,0.9,99.74,-98.83999999999999,25.807142857142857,34.6,44.07142857142857,4.19,391.36,12.114285714285714,0.13871428571428573,0.19014285714285714,0.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-17,27.8,20.2,34.3,0.0,46.0,4.21,7.52,27.04,12.3,0.131,0.17,0.0,49.94,-49.94,25.957142857142856,34.6,43.714285714285715,4.21,197.06,11.37142857142857,0.1325714285714286,0.17642857142857143,0.0,0.9,99.41,-98.50999999999999,25.807142857142857,34.6,44.5,4.21,389.64,12.178571428571429,0.137,0.18685714285714283,0.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-18,27.3,21.1,33.2,2.7,52.0,3.59,5.09,22.34,4.2,0.14,0.169,2.7,47.93,-45.23,26.1,34.6,44.142857142857146,4.21,190.32000000000002,10.571428571428571,0.13328571428571429,0.1742857142857143,1.0,3.6,96.23,-92.63000000000001,25.75714285714286,34.6,45.642857142857146,4.21,383.14,11.5,0.13635714285714287,0.1839285714285714,1.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-19,26.2,21.4,30.5,1.7,49.0,2.63,5.32,21.23,8.1,0.146,0.167,4.4,46.01,-41.61,26.25714285714286,34.6,45.285714285714285,4.21,182.79,10.028571428571428,0.13499999999999998,0.1722857142857143,2.0,5.3,93.99,-88.69,25.650000000000002,34.6,46.07142857142857,4.21,377.02,11.192857142857141,0.13642857142857143,0.18121428571428572,2.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-20,26.1,20.6,30.6,0.0,50.0,2.82,6.04,23.01,11.6,0.159,0.166,4.4,44.89,-40.49,26.514285714285716,34.6,46.57142857142857,4.21,178.79000000000002,9.542857142857143,0.13871428571428573,0.17057142857142857,2.0,5.3,93.94,-88.64,25.528571428571432,34.6,45.785714285714285,4.21,372.47999999999996,11.55,0.13764285714285715,0.1787857142857143,2.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-21,27.2,20.8,33.6,0.0,53.0,3.55,6.34,27.53,8.7,0.15,0.165,4.4,43.879999999999995,-39.48,26.82857142857143,34.6,48.0,4.21,177.34,8.857142857142858,0.1412857142857143,0.169,2.0,4.3999999999999995,92.91,-88.50999999999999,25.407142857142855,34.6,45.92857142857143,4.21,374.19,11.15,0.13835714285714287,0.17657142857142857,2.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-22,25.9,21.3,31.9,8.8,68.0,2.85,4.45,20.26,5.2,0.162,0.164,13.200000000000001,41.61,-28.409999999999997,26.942857142857147,34.6,51.142857142857146,4.21,168.83,8.185714285714285,0.14557142857142855,0.16757142857142857,3.0,13.2,91.4,-78.2,25.585714285714285,34.6,47.214285714285715,4.21,369.31,10.585714285714285,0.13999999999999999,0.17450000000000002,3.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-23,23.9,20.1,28.7,1.6,62.0,2.33,5.24,22.24,13.0,0.22,0.164,14.8,40.0,-25.2,26.342857142857138,34.3,54.285714285714285,4.21,163.65,9.014285714285714,0.15828571428571428,0.16642857142857143,4.0,14.799999999999999,89.39,-74.59,25.807142857142857,34.6,48.785714285714285,4.21,362.69,10.12142857142857,0.14585714285714288,0.17264285714285713,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-24,25.6,19.1,32.2,0.2,53.0,3.45,5.71,25.58,5.8,0.2,0.164,15.000000000000002,38.190000000000005,-23.190000000000005,26.028571428571432,33.6,55.285714285714285,3.59,162.19,8.085714285714285,0.16814285714285715,0.16557142857142856,4.0,15.0,88.13,-73.13,25.99285714285714,34.6,49.5,4.21,359.25,9.728571428571428,0.15035714285714286,0.171,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-25,22.0,19.2,24.6,0.5,47.0,2.16,5.62,24.63,11.4,0.183,0.164,12.8,38.72,-25.919999999999998,25.271428571428572,33.6,54.57142857142857,3.55,164.48,9.114285714285714,0.1742857142857143,0.16485714285714287,3.0,15.5,86.65,-71.15,25.685714285714283,34.6,49.357142857142854,4.21,354.8,9.842857142857143,0.15378571428571428,0.16957142857142857,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-26,21.2,15.5,26.9,0.0,40.0,2.68,4.94,21.05,8.5,0.17,0.163,11.100000000000001,38.34,-27.240000000000002,24.557142857142857,33.6,53.285714285714285,3.55,164.3,9.171428571428573,0.1777142857142857,0.1642857142857143,2.0,15.5,84.35,-68.85,25.407142857142862,34.6,49.285714285714285,4.21,347.09000000000003,9.6,0.15635714285714286,0.1682857142857143,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-27,22.4,16.8,27.0,0.0,44.0,2.53,5.52,25.23,7.9,0.161,0.163,11.100000000000001,37.82,-26.72,24.028571428571432,33.6,52.42857142857143,3.55,166.51999999999998,8.642857142857142,0.178,0.16385714285714287,2.0,15.5,82.71000000000001,-67.21000000000001,25.271428571428572,34.6,49.5,4.21,345.31,9.092857142857143,0.15835714285714286,0.16721428571428573,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-28,20.5,14.5,25.5,0.0,47.0,2.3,5.39,25.8,8.2,0.153,0.162,11.100000000000001,36.87,-25.769999999999996,23.071428571428573,32.2,51.57142857142857,3.45,164.79,8.571428571428571,0.17842857142857144,0.16342857142857142,2.0,15.5,80.75,-65.25,24.95,34.6,49.785714285714285,4.21,342.13,8.714285714285714,0.15985714285714286,0.16621428571428573,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-29,20.1,17.3,23.1,0.6,56.0,1.59,2.42,7.79,7.7,0.15,0.161,2.9000000000000004,34.839999999999996,-31.939999999999998,22.24285714285714,32.2,49.857142857142854,3.45,152.32,8.928571428571429,0.17671428571428574,0.163,1.0,16.099999999999998,76.45,-60.35000000000001,24.592857142857138,34.6,50.5,4.21,321.15,8.557142857142857,0.16114285714285712,0.16528571428571429,4.0,,,,,,,,,,,,,
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-30,18.9,14.7,23.2,0.0,52.0,1.93,5.08,21.73,13.7,0.152,0.161,1.3,34.68,-33.38,21.528571428571432,32.2,48.42857142857143,3.45,151.81,9.028571428571428,0.167,0.1625714285714286,0.0,16.099999999999998,74.67999999999999,-58.58,23.935714285714287,34.3,51.357142857142854,4.21,315.46000000000004,9.021428571428572,0.16264285714285714,0.16450000000000004,4.0,17.0,190.04,-173.04,24.94333333333333,34.6,47.666666666666664,4.21,765.1,10.943333333333333,0.1516,0.18056666666666665,4.0,173.04
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-07-31,19.7,13.6,25.3,0.0,44.0,2.33,5.02,23.18,9.3,0.147,0.161,1.1,33.989999999999995,-32.88999999999999,20.685714285714287,27.0,47.142857142857146,2.68,149.41,9.528571428571428,0.15942857142857145,0.16214285714285714,0.0,16.099999999999998,72.18,-56.08000000000001,23.357142857142858,33.6,51.214285714285715,3.59,311.6,8.807142857142857,0.16378571428571428,0.1638571428571429,4.0,17.0,187.44,-170.44,24.740000000000002,34.6,47.46666666666667,4.21,758.75,10.726666666666667,0.1509,0.17830000000000001,4.0,170.44
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-01,19.5,15.6,22.9,7.7,67.0,1.48,3.15,14.7,5.7,0.227,0.161,8.3,31.52,-23.22,20.32857142857143,27.0,50.0,2.68,139.48000000000002,8.714285714285714,0.1657142857142857,0.16171428571428573,1.0,21.1,70.24,-49.13999999999999,22.8,33.6,52.285714285714285,3.55,303.96000000000004,8.914285714285715,0.16999999999999998,0.16328571428571428,4.0,24.700000000000003,182.59,-157.89,24.52,34.6,48.233333333333334,4.21,744.7,10.363333333333335,0.15309999999999999,0.17623333333333333,5.0,157.89
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-02,21.0,13.8,27.6,0.0,66.0,2.26,4.9,26.21,5.6,0.243,0.164,8.3,31.479999999999997,-23.179999999999996,20.3,27.6,53.714285714285715,2.53,144.64,8.3,0.17614285714285716,0.16185714285714287,1.0,19.400000000000002,69.82000000000001,-50.42,22.428571428571427,33.6,53.5,3.55,308.94,8.735714285714286,0.1769285714285714,0.16307142857142856,3.0,24.700000000000003,179.64,-154.94,24.293333333333333,34.6,49.1,4.21,742.1500000000001,10.169999999999998,0.15603333333333333,0.17450000000000002,5.0,154.94
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-03,24.6,16.4,32.1,0.0,53.0,3.47,5.66,27.06,5.1,0.217,0.164,8.3,31.619999999999997,-23.319999999999997,20.61428571428571,32.1,55.0,3.47,146.47,7.9,0.18414285714285714,0.162,1.0,19.400000000000002,69.44,-50.03999999999999,22.321428571428573,33.6,53.714285714285715,3.55,312.99,8.27142857142857,0.18107142857142858,0.16292857142857145,3.0,24.700000000000003,177.03,-152.32999999999998,24.18,34.6,49.666666666666664,4.21,740.37,9.883333333333333,0.1583,0.17296666666666666,5.0,152.32999999999998
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-04,24.1,20.5,27.9,0.2,59.0,2.01,4.22,16.29,8.9,0.201,0.164,8.5,30.45,-21.95,21.12857142857143,32.1,56.714285714285715,3.47,136.95999999999998,8.0,0.191,0.1622857142857143,1.0,19.6,67.32000000000001,-47.720000000000006,22.099999999999998,32.2,54.142857142857146,3.47,301.75,8.285714285714286,0.18471428571428575,0.16285714285714287,3.0,24.900000000000002,173.69,-148.79,24.060000000000002,34.6,50.2,4.21,729.31,9.766666666666667,0.16016666666666668,0.1716,5.0,148.79
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-05,25.5,17.5,33.4,0.0,54.0,3.87,6.31,26.31,8.3,0.187,0.164,7.9,34.34,-26.440000000000005,21.900000000000002,33.4,56.42857142857143,3.87,155.48,8.085714285714287,0.1962857142857143,0.16271428571428573,1.0,10.799999999999999,69.18,-58.38000000000001,22.071428571428573,33.4,53.142857142857146,3.87,307.8,8.507142857142856,0.18649999999999997,0.16285714285714284,2.0,24.900000000000002,173.91000000000003,-149.01000000000002,23.983333333333334,34.6,50.2,4.21,728.07,9.823333333333332,0.16166666666666668,0.1704,5.0,149.01000000000002
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-06,28.0,19.7,34.9,0.0,47.0,4.29,6.27,24.5,8.2,0.171,0.163,7.9,35.53,-27.630000000000003,23.2,34.9,55.714285714285715,4.29,158.25,7.3,0.199,0.163,1.0,9.2,70.21,-61.00999999999999,22.36428571428571,34.9,52.07142857142857,4.29,310.06,8.164285714285715,0.18300000000000002,0.1627857142857143,1.0,24.000000000000004,172.81,-148.81,23.953333333333333,34.9,50.06666666666667,4.29,726.75,9.620000000000001,0.1627,0.16929999999999998,5.0,148.81
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-07,28.7,21.0,35.6,0.0,39.0,4.58,7.38,26.2,10.6,0.158,0.162,7.9,37.89,-29.990000000000002,24.485714285714288,35.6,55.0,4.58,161.27,7.485714285714286,0.20057142857142857,0.16314285714285717,1.0,8.999999999999998,71.88000000000001,-62.88000000000001,22.58571428571429,35.6,51.07142857142857,4.58,310.68,8.507142857142856,0.18,0.16264285714285714,1.0,24.000000000000004,174.23,-150.23,24.13,35.6,49.7,4.58,727.81,9.536666666666667,0.16333333333333336,0.16826666666666668,5.0,150.23
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-08,24.7,20.3,28.8,1.9,59.0,2.12,4.58,18.78,10.5,0.152,0.161,2.0999999999999996,39.32,-37.22,25.228571428571428,35.6,53.857142857142854,4.58,165.35,8.171428571428573,0.1898571428571429,0.16314285714285712,1.0,10.399999999999999,70.84,-60.440000000000005,22.778571428571432,35.6,51.92857142857143,4.58,304.83,8.442857142857141,0.17778571428571427,0.16242857142857142,2.0,25.900000000000002,171.56,-145.66,24.26,35.6,50.333333333333336,4.58,717.73,9.236666666666668,0.16380000000000003,0.1673,6.0,145.66
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-09,21.3,19.1,24.6,17.5,78.0,1.24,3.04,14.13,8.0,0.321,0.171,19.6,37.46,-17.86,25.271428571428572,35.6,55.57142857142857,4.58,153.27,8.514285714285714,0.201,0.16414285714285715,2.0,27.9,68.94,-41.04,22.785714285714285,35.6,54.642857142857146,4.58,297.90999999999997,8.407142857142857,0.18857142857142858,0.163,3.0,43.400000000000006,167.63,-124.22999999999999,24.203333333333333,35.6,51.5,4.58,702.84,9.126666666666667,0.16993333333333333,0.16676666666666667,7.0,124.22999999999999
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-10,20.2,17.7,22.6,1.3,72.0,0.99,2.9,11.06,15.6,0.313,0.19,20.900000000000002,34.699999999999996,-13.799999999999994,24.642857142857142,35.6,58.285714285714285,4.58,137.27,10.014285714285714,0.21471428571428572,0.16785714285714287,3.0,29.2,66.32,-37.11999999999999,22.62857142857143,35.6,56.642857142857146,4.58,283.73999999999995,8.957142857142857,0.19942857142857146,0.1649285714285714,4.0,44.7,163.43,-118.73,24.0,35.6,52.266666666666666,4.58,684.8199999999999,9.32,0.17586666666666667,0.16696666666666668,8.0,118.73
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-11,22.8,18.6,28.1,0.0,67.0,2.01,4.34,21.2,7.2,0.279,0.197,20.700000000000003,34.82,-14.119999999999997,24.457142857142856,35.6,59.42857142857143,4.58,142.18,9.771428571428572,0.22585714285714284,0.1725714285714286,3.0,29.2,65.27,-36.06999999999999,22.792857142857144,35.6,58.07142857142857,4.58,279.14000000000004,8.885714285714286,0.20842857142857144,0.16742857142857143,4.0,44.7,160.53,-115.83,23.923333333333332,35.6,53.13333333333333,4.58,677.26,9.163333333333334,0.18069999999999997,0.1675,8.0,115.83
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-12,26.3,20.6,32.2,0.0,52.0,3.4,5.16,24.48,3.6,0.248,0.197,20.700000000000003,33.67,-12.969999999999999,24.571428571428573,35.6,59.142857142857146,4.58,140.35,9.1,0.23457142857142857,0.1772857142857143,3.0,28.6,68.01,-39.410000000000004,23.235714285714284,35.6,57.785714285714285,4.58,295.83,8.592857142857143,0.21542857142857144,0.16999999999999998,4.0,44.7,158.53,-113.83,23.990000000000002,35.6,53.5,4.58,674.73,8.783333333333333,0.18453333333333333,0.16813333333333336,8.0,113.83
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-13,23.5,18.5,28.6,0.0,59.0,2.39,4.06,15.29,9.9,0.225,0.195,20.700000000000003,31.46,-10.759999999999998,23.928571428571427,35.6,60.857142857142854,4.58,131.14,9.342857142857143,0.24228571428571427,0.18185714285714286,3.0,28.6,66.99,-38.38999999999999,23.564285714285713,35.6,58.285714285714285,4.58,289.39,8.321428571428571,0.22064285714285714,0.1724285714285714,4.0,44.7,155.24,-110.54,23.94,35.6,54.03333333333333,4.58,661.04,8.663333333333332,0.18763333333333335,0.16876666666666668,8.0,110.54
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-14,21.0,18.6,25.8,10.7,71.0,1.82,3.56,17.07,6.3,0.278,0.196,31.400000000000002,27.64,3.7600000000000016,22.82857142857143,32.2,65.42857142857143,3.4,122.01,8.72857142857143,0.25942857142857145,0.18671428571428575,4.0,39.3,65.53,-26.230000000000004,23.657142857142855,35.6,60.214285714285715,4.58,283.28,8.107142857142858,0.22999999999999998,0.17492857142857146,5.0,55.400000000000006,152.08,-96.68,23.803333333333335,35.6,54.86666666666667,4.58,649.34,8.543333333333333,0.1925,0.1695,9.0,96.68
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-15,17.8,15.7,19.8,3.5,67.0,1.14,2.84,12.81,10.0,0.3,0.202,33.0,25.9,7.100000000000001,21.842857142857145,32.2,66.57142857142857,3.4,116.03999999999999,8.657142857142857,0.2805714285714286,0.1925714285714286,4.0,35.099999999999994,65.22,-30.120000000000005,23.535714285714285,35.6,60.214285714285715,4.58,281.39,8.414285714285715,0.23521428571428574,0.17785714285714288,5.0,58.900000000000006,148.07000000000002,-89.17000000000002,23.459999999999997,35.6,55.766666666666666,4.58,634.73,8.636666666666667,0.19813333333333333,0.1705,10.0,89.17000000000002
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-16,17.4,14.4,20.4,0.2,60.0,1.2,3.59,16.17,13.4,0.277,0.206,15.7,26.45,-10.75,21.285714285714285,32.2,64.0,3.4,118.08,9.428571428571429,0.2742857142857143,0.19757142857142856,3.0,35.3,63.91,-28.61,23.27857142857143,35.6,59.785714285714285,4.58,271.35,8.971428571428572,0.23764285714285713,0.18085714285714286,5.0,59.1,144.14000000000001,-85.04000000000002,23.113333333333333,35.6,56.233333333333334,4.58,623.86,8.673333333333334,0.20299999999999999,0.17170000000000002,10.0,85.04000000000002
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-17,18.0,14.4,21.1,0.3,64.0,1.21,3.28,15.17,11.0,0.258,0.206,14.7,26.830000000000002,-12.130000000000003,20.97142857142857,32.2,62.857142857142854,3.4,122.19,8.771428571428572,0.2664285714285714,0.19985714285714287,2.0,35.599999999999994,61.53,-25.930000000000007,22.807142857142853,35.6,60.57142857142857,4.58,259.46,9.392857142857142,0.24057142857142857,0.18385714285714286,5.0,56.7,142.32999999999998,-85.62999999999998,22.803333333333335,35.6,56.63333333333333,4.58,616.69,8.9,0.20693333333333333,0.17293333333333333,9.0,85.62999999999998
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-18,17.8,13.0,22.3,0.0,64.0,1.54,3.85,18.99,9.5,0.243,0.206,14.7,26.34,-11.64,20.25714285714286,32.2,62.42857142857143,3.4,119.98,9.1,0.2612857142857143,0.20114285714285712,2.0,35.400000000000006,61.160000000000004,-25.759999999999998,22.357142857142858,35.6,60.92857142857143,4.58,262.15999999999997,9.435714285714285,0.24357142857142858,0.18685714285714286,5.0,55.0,140.86,-85.86000000000001,22.523333333333333,35.6,57.13333333333333,4.58,614.45,8.946666666666665,0.2101666666666667,0.17423333333333335,8.0,85.86000000000001
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-19,18.2,12.1,23.1,0.0,56.0,1.85,4.5,21.11,11.8,0.226,0.204,14.7,25.68,-10.98,19.099999999999998,28.6,63.0,2.39,116.61,10.271428571428572,0.2581428571428571,0.20214285714285712,2.0,35.400000000000006,59.35,-23.949999999999996,21.83571428571429,35.6,61.07142857142857,4.58,256.96000000000004,9.685714285714285,0.24635714285714289,0.18971428571428572,5.0,55.0,139.32000000000002,-84.32000000000002,22.259999999999998,35.6,57.333333333333336,4.58,612.55,8.953333333333335,0.2124,0.17550000000000002,8.0,84.32000000000002
site_005,45.13063740327275,4.97419620223305,era5_seamless,Europe/Paris,2015-08-20,19.2,12.5,25.2,0.0,51.0,2.16,5.14,24.22,10.4,0.209,0.201,14.7,26.759999999999998,-12.059999999999999,18.485714285714288,25.8,61.857142857142854,2.16,125.53999999999999,10.342857142857143,0.25585714285714284,0.203,2.0,35.400000000000006,58.220000000000006,-22.82,21.20714285714286,35.6,61.357142857142854,4.58,256.68,9.842857142857143,0.24907142857142858,0.19242857142857142,5.0,55.0,138.12,-83.12,21.993333333333336,35.6,57.266666666666666,4.58,609.24,9.01,0.21436666666666668,0.1767,8.0,83.12
