acquisition_date,acquisition_count,product_ids,acquisition_datetimes,tile_cloud_cover_min,tile_cloud_cover_mean,tile_cloud_cover_max,interval_from,interval_to,geometry_pixel_count,sample_count,no_data_count,valid_pixel_count,valid_pixel_ratio,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,ndvi_p10,ndvi_p25,ndvi_median,ndvi_p75,ndvi_p90,ratio_ndvi_below_0,ratio_ndvi_0_0_2,ratio_ndvi_0_2_0_4,ratio_ndvi_0_4_0_6,ratio_ndvi_0_6_0_8,ratio_ndvi_above_0_8,site_id,name,crop_type,is_usable,ndvi_change_from_previous_usable,ndvi_rolling_mean_3
2025-01-26,2,S2B_MSIL2A_20250126T104229_N0511_R008_T31TFK_20250126T132650.SAFE | S2B_MSIL2A_20250126T104229_N0511_R008_T31TFL_20250126T132650.SAFE,2025-01-26T10:48:24.136000+00:00 | 2025-01-26T10:48:38.355000+00:00,81.02,89.66999999999999,98.32,2025-01-26T00:00:00Z,2025-01-27T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-01-28,2,S2C_MSIL2A_20250128T103331_N0511_R108_T31TFK_20250205T155511.SAFE | S2C_MSIL2A_20250128T103331_N0511_R108_T31TFL_20250205T155511.SAFE,2025-01-28T10:38:52.584000+00:00 | 2025-01-28T10:39:07.294000+00:00,33.77,53.715,73.66,2025-01-28T00:00:00Z,2025-01-29T00:00:00Z,1311,2600,1289,1311,1.0,0.19031532108783722,0.7844559550285339,0.6020469664959031,0.0939197834948463,0.49896764755249023,0.5595238208770752,0.6218081712722778,0.6688046455383301,0.695364236831665,0.0,0.0015255530129672007,0.04805491990846682,0.36231884057971014,0.5881006864988558,0.0,site_003,Parcelle blé,blé,True,0.2573657855902988,0.5261664298269966
2025-01-31,2,S2C_MSIL2A_20250131T104321_N0511_R008_T31TFK_20250131T161610.SAFE | S2C_MSIL2A_20250131T104321_N0511_R008_T31TFL_20250131T161610.SAFE,2025-01-31T10:48:48.838000+00:00 | 2025-01-31T10:48:58.084000+00:00,99.25,99.62,99.99,2025-01-31T00:00:00Z,2025-02-01T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-02,2,S2B_MSIL2A_20250202T103149_N0511_R108_T31TFK_20250202T124202.SAFE | S2B_MSIL2A_20250202T103149_N0511_R108_T31TFL_20250202T124202.SAFE,2025-02-02T10:38:27.235000+00:00 | 2025-02-02T10:38:41.953000+00:00,78.75,85.155,91.56,2025-02-02T00:00:00Z,2025-02-03T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-05,2,S2B_MSIL2A_20250205T104129_N0511_R008_T31TFK_20250205T131124.SAFE | S2B_MSIL2A_20250205T104129_N0511_R008_T31TFL_20250205T131124.SAFE,2025-02-05T10:48:23.436000+00:00 | 2025-02-05T10:48:37.652000+00:00,7.34,28.79,50.24,2025-02-05T00:00:00Z,2025-02-06T00:00:00Z,1311,2600,1289,1311,1.0,0.1824686974287033,0.754835307598114,0.5835391243708035,0.09451512855714754,0.47601011395454407,0.5373687744140625,0.6051976680755615,0.652947723865509,0.6758661270141602,0.0,0.002288329519450801,0.05186880244088482,0.425629290617849,0.5202135774218154,0.0,site_003,Parcelle blé,blé,True,-0.018507842125099594,0.5100890905907702
2025-02-07,2,S2C_MSIL2A_20250207T103241_N0511_R108_T31TFK_20250207T150212.SAFE | S2C_MSIL2A_20250207T103241_N0511_R108_T31TFL_20250207T150212.SAFE,2025-02-07T10:38:51.538000+00:00 | 2025-02-07T10:39:06.246000+00:00,81.81,84.13499999999999,86.46,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-10,2,S2C_MSIL2A_20250210T104221_N0511_R008_T31TFK_20250210T141010.SAFE | S2C_MSIL2A_20250210T104221_N0511_R008_T31TFL_20250210T141010.SAFE,2025-02-10T10:48:47.727000+00:00 | 2025-02-10T10:49:01.928000+00:00,99.93,99.96000000000001,99.99,2025-02-10T00:00:00Z,2025-02-11T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-12,2,S2B_MSIL2A_20250212T103049_N0511_R108_T31TFK_20250212T125115.SAFE | S2B_MSIL2A_20250212T103049_N0511_R108_T31TFL_20250212T125115.SAFE,2025-02-12T10:38:28.577000+00:00 | 2025-02-12T10:38:43.294000+00:00,67.38,74.755,82.13,2025-02-12T00:00:00Z,2025-02-13T00:00:00Z,1311,2600,1289,1311,1.0,0.22966507077217102,0.7079218029975891,0.4575254352469191,0.09629973582655321,0.33467337489128113,0.3893696069717407,0.4472023546695709,0.5332416296005249,0.5870153307914734,0.0,0.0,0.2906178489702517,0.6323417238749046,0.07704042715484363,0.0,site_003,Parcelle blé,blé,True,-0.1260136891238844,0.5477038420378751
2025-02-15,2,S2B_MSIL2A_20250215T104029_N0511_R008_T31TFK_20250215T125800.SAFE | S2B_MSIL2A_20250215T104029_N0511_R008_T31TFL_20250215T125800.SAFE,2025-02-15T10:48:26.265000+00:00 | 2025-02-15T10:48:40.470000+00:00,8.58,9.915,11.25,2025-02-15T00:00:00Z,2025-02-16T00:00:00Z,1311,2600,1289,1311,1.0,0.18142734467983246,0.7306264042854309,0.5802008728550015,0.08855590367508945,0.4778355360031128,0.5378412008285522,0.598876416683197,0.6484352350234985,0.6694124341011047,0.0,0.0015255530129672007,0.05644546147978642,0.45308924485125857,0.4889397406559878,0.0,site_003,Parcelle blé,blé,True,0.12267543760808247,0.5404218108242413
2025-02-17,2,S2C_MSIL2A_20250217T103131_N0511_R108_T31TFK_20250217T145603.SAFE | S2C_MSIL2A_20250217T103131_N0511_R108_T31TFL_20250217T145603.SAFE,2025-02-17T10:38:47.629000+00:00 | 2025-02-17T10:39:02.342000+00:00,18.46,33.545,48.63,2025-02-17T00:00:00Z,2025-02-18T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-20,2,S2C_MSIL2A_20250220T104121_N0511_R008_T31TFK_20250220T210053.SAFE | S2C_MSIL2A_20250220T104121_N0511_R008_T31TFL_20250220T210053.SAFE,2025-02-20T10:48:43.502000+00:00 | 2025-02-20T10:48:57.720000+00:00,45.43,47.935,50.44,2025-02-20T00:00:00Z,2025-02-21T00:00:00Z,1311,2600,1565,1035,0.7894736842105263,0.19918492436408997,0.7130215167999268,0.5238584943583624,0.09408510845999435,0.4110531806945801,0.4771175682544708,0.5287643671035767,0.5911111235618591,0.6390870213508606,0.0,0.000966183574879227,0.09082125603864734,0.6850241545893719,0.22318840579710145,0.0,site_003,Parcelle blé,blé,True,-0.056342378496639145,0.520528267486761
2025-02-22,2,S2B_MSIL2A_20250222T102939_N0511_R108_T31TFK_20250222T124858.SAFE | S2B_MSIL2A_20250222T102939_N0511_R108_T31TFL_20250222T124858.SAFE,2025-02-22T10:38:29.310000+00:00 | 2025-02-22T10:38:44.018000+00:00,86.74,93.055,99.37,2025-02-22T00:00:00Z,2025-02-23T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-25,2,S2B_MSIL2A_20250225T103929_N0511_R008_T31TFK_20250225T133353.SAFE | S2B_MSIL2A_20250225T103929_N0511_R008_T31TFL_20250225T133353.SAFE,2025-02-25T10:48:25.507000+00:00 | 2025-02-25T10:48:39.713000+00:00,87.56,92.515,97.47,2025-02-25T00:00:00Z,2025-02-26T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-02-27,2,S2C_MSIL2A_20250227T103021_N0511_R108_T31TFK_20250227T161512.SAFE | S2C_MSIL2A_20250227T103021_N0511_R108_T31TFL_20250227T161512.SAFE,2025-02-27T10:38:49.103000+00:00 | 2025-02-27T10:39:03.815000+00:00,22.23,39.47,56.71,2025-02-27T00:00:00Z,2025-02-28T00:00:00Z,1311,2600,1289,1311,1.0,0.19803307950496674,0.7777777910232544,0.6017614473694624,0.09702415286850856,0.47580644488334656,0.5509729981422424,0.6298449635505676,0.669829249382019,0.6940262317657471,0.0,0.0007627765064836003,0.04500381388253242,0.3310450038138825,0.6231884057971014,0.0,site_003,Parcelle blé,blé,True,0.07790295301109995,0.5686069381942754
2025-03-02,2,S2C_MSIL2A_20250302T104011_N0511_R008_T31TFK_20250302T161112.SAFE | S2C_MSIL2A_20250302T104011_N0511_R008_T31TFL_20250302T161112.SAFE,2025-03-02T10:48:46.238000+00:00 | 2025-03-02T10:49:00.439000+00:00,0.11,4.359999999999999,8.61,2025-03-02T00:00:00Z,2025-03-03T00:00:00Z,1311,2600,1289,1311,1.0,0.19519752264022827,0.7779989838600159,0.5936785935787281,0.09580384077599562,0.47294938564300537,0.5455561876296997,0.6223373413085938,0.6617869734764099,0.6837209463119507,0.0,0.0015255530129672007,0.04958047292143402,0.3493516399694889,0.5995423340961098,0.0,site_003,Parcelle blé,blé,True,-0.008082853790734257,0.573099511768851
2025-03-04,2,S2B_MSIL2A_20250304T102819_N0511_R108_T31TFK_20250304T124944.SAFE | S2B_MSIL2A_20250304T102819_N0511_R108_T31TFL_20250304T124944.SAFE,2025-03-04T10:38:28.034000+00:00 | 2025-03-04T10:38:42.750000+00:00,19.57,32.34,45.11,2025-03-04T00:00:00Z,2025-03-05T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-07,2,S2B_MSIL2A_20250307T103809_N0511_R008_T31TFK_20250307T133223.SAFE | S2B_MSIL2A_20250307T103809_N0511_R008_T31TFL_20250307T133223.SAFE,2025-03-07T10:48:24.797000+00:00 | 2025-03-07T10:48:38.995000+00:00,10.79,25.665,40.54,2025-03-07T00:00:00Z,2025-03-08T00:00:00Z,1311,2600,1289,1311,1.0,0.21151632070541382,0.7387127876281738,0.5767240020880534,0.09087588091752544,0.45400238037109375,0.5270655155181885,0.6025403738021851,0.6407185792922974,0.6646836400032043,0.0,0.0,0.04958047292143402,0.43401983218916856,0.5163996948893974,0.0,site_003,Parcelle blé,blé,True,-0.016954591490674686,0.590721347678748
2025-03-09,2,S2C_MSIL2A_20250309T102911_N0511_R108_T31TFK_20250309T154656.SAFE | S2C_MSIL2A_20250309T102911_N0511_R108_T31TFL_20250309T154656.SAFE,2025-03-09T10:38:48.525000+00:00 | 2025-03-09T10:39:03.242000+00:00,94.54,94.94,95.34,2025-03-09T00:00:00Z,2025-03-10T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-12,2,S2C_MSIL2A_20250312T103851_N0511_R008_T31TFK_20250312T164017.SAFE | S2C_MSIL2A_20250312T103851_N0511_R008_T31TFL_20250312T164017.SAFE,2025-03-12T10:48:44.563000+00:00 | 2025-03-12T10:48:58.766000+00:00,69.7,81.33,92.96,2025-03-12T00:00:00Z,2025-03-13T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-14,4,S2A_MSIL2A_20250314T104041_N0511_R008_T31TFK_20250314T142215.SAFE | S2A_MSIL2A_20250314T104041_N0511_R008_T31TFL_20250314T142215.SAFE | S2B_MSIL2A_20250314T102719_N0511_R108_T31TFK_20250314T175301.SAFE | S2B_MSIL2A_20250314T102719_N0511_R108_T31TFL_20250314T175301.SAFE,2025-03-14T10:38:26.606000+00:00 | 2025-03-14T10:38:41.325000+00:00 | 2025-03-14T10:48:34.361000+00:00 | 2025-03-14T10:48:45.418000+00:00,99.52,99.84,99.99,2025-03-14T00:00:00Z,2025-03-15T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-17,2,S2B_MSIL2A_20250317T103659_N0511_R008_T31TFK_20250317T143848.SAFE | S2B_MSIL2A_20250317T103659_N0511_R008_T31TFL_20250317T143848.SAFE,2025-03-17T10:48:24.096000+00:00 | 2025-03-17T10:48:38.301000+00:00,33.1,63.155,93.21,2025-03-17T00:00:00Z,2025-03-18T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-19,2,S2C_MSIL2A_20250319T102801_N0511_R108_T31TFK_20250319T164713.SAFE | S2C_MSIL2A_20250319T102801_N0511_R108_T31TFL_20250319T164713.SAFE,2025-03-19T10:38:48.490000+00:00 | 2025-03-19T10:39:03.198000+00:00,47.55,67.77,87.99,2025-03-19T00:00:00Z,2025-03-20T00:00:00Z,1311,2600,1615,985,0.7513348588863463,0.1453237384557724,0.5249019265174866,0.3533615433625157,0.0695080287413515,0.2645606994628906,0.30756303668022156,0.35419926047325134,0.40045249462127686,0.4469582736492157,0.0,0.014213197969543147,0.7319796954314721,0.25380710659898476,0.0,0.0,site_003,Parcelle blé,blé,True,-0.22336245872553773,0.5079213796764325
2025-03-21,2,S2A_MSIL2A_20250321T102731_N0511_R108_T31TFK_20250321T142017.SAFE | S2A_MSIL2A_20250321T102731_N0511_R108_T31TFL_20250321T142017.SAFE,2025-03-21T10:38:36.510000+00:00 | 2025-03-21T10:38:51.232000+00:00,99.61,99.8,99.99,2025-03-21T00:00:00Z,2025-03-22T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-22,2,S2C_MSIL2A_20250322T103741_N0511_R008_T31TFK_20250322T163923.SAFE | S2C_MSIL2A_20250322T103741_N0511_R008_T31TFL_20250322T163923.SAFE,2025-03-22T10:48:44.797000+00:00 | 2025-03-22T10:48:58.994000+00:00,87.62,90.7,93.78,2025-03-22T00:00:00Z,2025-03-23T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-24,4,S2A_MSIL2A_20250324T103711_N0511_R008_T31TFK_20250324T144815.SAFE | S2A_MSIL2A_20250324T103711_N0511_R008_T31TFL_20250324T144815.SAFE | S2B_MSIL2A_20250324T102609_N0511_R108_T31TFK_20250324T143010.SAFE | S2B_MSIL2A_20250324T102609_N0511_R108_T31TFL_20250324T143010.SAFE,2025-03-24T10:38:27.816000+00:00 | 2025-03-24T10:38:42.527000+00:00 | 2025-03-24T10:48:31.867000+00:00 | 2025-03-24T10:48:46.088000+00:00,78.36,88.045,95.47,2025-03-24T00:00:00Z,2025-03-25T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-27,2,S2B_MSIL2A_20250327T103629_N0511_R008_T31TFK_20250327T132721.SAFE | S2B_MSIL2A_20250327T103629_N0511_R008_T31TFL_20250327T132721.SAFE,2025-03-27T10:48:23.971000+00:00 | 2025-03-27T10:48:38.182000+00:00,49.13,71.55,93.97,2025-03-27T00:00:00Z,2025-03-28T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-29,2,S2C_MSIL2A_20250329T103041_N0511_R108_T31TFK_20250329T163015.SAFE | S2C_MSIL2A_20250329T103041_N0511_R108_T31TFL_20250329T163015.SAFE,2025-03-29T10:38:46.885000+00:00 | 2025-03-29T10:39:01.597000+00:00,82.96,90.275,97.59,2025-03-29T00:00:00Z,2025-03-30T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-03-31,2,S2A_MSIL2A_20250331T103031_N0511_R108_T31TFK_20250331T205119.SAFE | S2A_MSIL2A_20250331T103031_N0511_R108_T31TFL_20250331T205119.SAFE,2025-03-31T10:38:34.905000+00:00 | 2025-03-31T10:38:49.622000+00:00,3.0,3.33,3.66,2025-03-31T00:00:00Z,2025-04-01T00:00:00Z,1311,2600,1289,1311,1.0,0.2656800448894501,0.7666271924972534,0.5745006748549719,0.08114037194403012,0.46013548970222473,0.5344086289405823,0.5904762148857117,0.6255201101303101,0.6620241403579712,0.0,0.0,0.029748283752860413,0.5293668954996186,0.440884820747521,0.0,site_003,Parcelle blé,blé,True,0.22113913149245623,0.501528740101847
2025-04-01,2,S2C_MSIL2A_20250401T104041_N0511_R008_T31TFK_20250401T162119.SAFE | S2C_MSIL2A_20250401T104041_N0511_R008_T31TFL_20250401T162119.SAFE,2025-04-01T10:48:44.574000+00:00 | 2025-04-01T10:48:58.772000+00:00,1.76,2.3,2.84,2025-04-01T00:00:00Z,2025-04-02T00:00:00Z,1311,2600,1289,1311,1.0,0.277903288602829,0.7711591124534607,0.5766110308837741,0.07775967432595653,0.4652223587036133,0.536047101020813,0.5911718606948853,0.6268551349639893,0.6600620746612549,0.0,0.0,0.02669717772692601,0.540045766590389,0.43325705568268497,0.0,site_003,Parcelle blé,blé,True,0.0021103560288021628,0.5014910830337539
2025-04-03,4,S2A_MSIL2A_20250403T104041_N0511_R008_T31TFK_20250403T192813.SAFE | S2A_MSIL2A_20250403T104041_N0511_R008_T31TFL_20250403T192813.SAFE | S2B_MSIL2A_20250403T102559_N0511_R108_T31TFK_20250403T132133.SAFE | S2B_MSIL2A_20250403T102559_N0511_R108_T31TFL_20250403T132133.SAFE,2025-04-03T10:38:23.656000+00:00 | 2025-04-03T10:38:38.376000+00:00 | 2025-04-03T10:48:33.356000+00:00 | 2025-04-03T10:48:47.569000+00:00,59.69,79.5775,97.98,2025-04-03T00:00:00Z,2025-04-04T00:00:00Z,1311,2600,1323,1277,0.9740655987795576,0.2665655016899109,0.6770479083061218,0.5045266482124312,0.06075275758339066,0.41993415355682373,0.47020280361175537,0.5113378763198853,0.5442020893096924,0.5736187696456909,0.0,0.0,0.06812842599843383,0.8888018794048551,0.04306969459671104,0.0,site_003,Parcelle blé,blé,True,-0.07208438267134287,0.5518794513170591
2025-04-06,2,S2B_MSIL2A_20250406T103629_N0511_R008_T31TFK_20250406T133008.SAFE | S2B_MSIL2A_20250406T103629_N0511_R008_T31TFL_20250406T133008.SAFE,2025-04-06T10:48:22.443000+00:00 | 2025-04-06T10:48:36.658000+00:00,0.0,0.01,0.02,2025-04-06T00:00:00Z,2025-04-07T00:00:00Z,1311,2600,1289,1311,1.0,0.2805555462837219,0.8053758144378662,0.5656844006068461,0.0754788835449972,0.4574986398220062,0.5246419310569763,0.5729166865348816,0.6149783730506897,0.6541615128517151,0.0,0.0,0.019832189168573607,0.658276125095347,0.32112890922959575,0.0007627765064836003,site_003,Parcelle blé,blé,True,0.0611577523944149,0.5489406932343505
2025-04-08,2,S2C_MSIL2A_20250408T103051_N0511_R108_T31TFK_20250408T161415.SAFE | S2C_MSIL2A_20250408T103051_N0511_R108_T31TFL_20250408T161415.SAFE,2025-04-08T10:38:47.814000+00:00 | 2025-04-08T10:39:02.525000+00:00,1.78,3.15,4.52,2025-04-08T00:00:00Z,2025-04-09T00:00:00Z,1311,2600,1289,1311,1.0,0.2939130365848541,0.7928538918495178,0.556885324094606,0.07508556744910343,0.45156627893447876,0.5165250301361084,0.561847984790802,0.6043413877487183,0.6473265290260315,0.0,0.0,0.020594965675057208,0.7147215865751335,0.2646834477498093,0.0,site_003,Parcelle blé,blé,True,-0.0087990765122401,0.5423654576379612
2025-04-10,2,S2A_MSIL2A_20250410T102701_N0511_R108_T31TFK_20250410T192914.SAFE | S2A_MSIL2A_20250410T102701_N0511_R108_T31TFL_20250410T192914.SAFE,2025-04-10T10:38:38.092000+00:00 | 2025-04-10T10:38:52.802000+00:00,0.02,1.545,3.07,2025-04-10T00:00:00Z,2025-04-11T00:00:00Z,1311,2600,1289,1311,1.0,0.2865002155303955,0.9234399795532227,0.5433132585726278,0.07446208580142502,0.44270089268684387,0.5007215142250061,0.5429122447967529,0.5889365673065186,0.63603276014328,0.0,0.0,0.02517162471395881,0.7665903890160183,0.20671243325705568,0.0015255530129672007,site_003,Parcelle blé,blé,True,-0.013572065521978205,0.5552943277580266
2025-04-11,2,S2C_MSIL2A_20250411T104041_N0511_R008_T31TFK_20250411T162559.SAFE | S2C_MSIL2A_20250411T104041_N0511_R008_T31TFL_20250411T162559.SAFE,2025-04-11T10:48:44.077000+00:00 | 2025-04-11T10:48:58.274000+00:00,13.96,37.905,61.85,2025-04-11T00:00:00Z,2025-04-12T00:00:00Z,1311,2600,2597,3,0.002288329519450801,0.5333707332611084,0.6194895505905151,0.5767191847165426,0.035160236174392165,0.5772972702980042,0.5772972702980042,0.5772972702980042,0.6194895505905151,0.6194895505905151,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,site_003,Parcelle blé,blé,False,,
