acquisition_date,acquisition_count,product_ids,acquisition_datetimes,tile_cloud_cover_min,tile_cloud_cover_mean,tile_cloud_cover_max,interval_from,interval_to,geometry_pixel_count,sample_count,no_data_count,valid_pixel_count,valid_pixel_ratio,ndvi_min,ndvi_max,ndvi_mean,ndvi_std,ndvi_p10,ndvi_p25,ndvi_median,ndvi_p75,ndvi_p90,ratio_ndvi_below_0,ratio_ndvi_0_0_2,ratio_ndvi_0_2_0_4,ratio_ndvi_0_4_0_6,ratio_ndvi_0_6_0_8,ratio_ndvi_above_0_8,site_id,name,crop_type,is_usable,ndvi_change_from_previous_usable,ndvi_rolling_mean_3
2025-04-13,3,S2A_MSIL2A_20250413T103651_N0511_R008_T31TFK_20250413T174959.SAFE | S2B_MSIL2A_20250413T102559_N0511_R108_T31TFK_20250413T132102.SAFE | S2B_MSIL2A_20250413T102559_N0511_R108_T31TFL_20250413T132102.SAFE,2025-04-13T10:38:27.567000+00:00 | 2025-04-13T10:38:42.278000+00:00 | 2025-04-13T10:48:49.205000+00:00,99.99,99.99,99.99,2025-04-13T00:00:00Z,2025-04-14T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-04-16,2,S2B_MSIL2A_20250416T103629_N0511_R008_T31TFK_20250416T144055.SAFE | S2B_MSIL2A_20250416T103629_N0511_R008_T31TFL_20250416T144055.SAFE,2025-04-16T10:48:24.418000+00:00 | 2025-04-16T10:48:38.623000+00:00,99.99,99.99,99.99,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-04-18,2,S2C_MSIL2A_20250418T103041_N0511_R108_T31TFK_20250418T160655.SAFE | S2C_MSIL2A_20250418T103041_N0511_R108_T31TFL_20250418T160655.SAFE,2025-04-18T10:38:45.639000+00:00 | 2025-04-18T10:39:00.349000+00:00,14.92,24.16,33.4,2025-04-18T00:00:00Z,2025-04-19T00:00:00Z,1311,2600,2211,389,0.2967200610221205,0.36630892753601074,0.8191125988960266,0.5533309676959767,0.08916609909834085,0.4536842107772827,0.4869496524333954,0.532681405544281,0.6083098649978638,0.6877323389053345,0.0,0.0,0.005141388174807198,0.7172236503856041,0.2750642673521851,0.002570694087403599,site_003,Parcelle blé,blé,False,,
2025-04-20,2,S2A_MSIL2A_20250420T103041_N0511_R108_T31TFK_20250420T202912.SAFE | S2A_MSIL2A_20250420T103041_N0511_R108_T31TFL_20250420T202912.SAFE,2025-04-20T10:38:38.288000+00:00 | 2025-04-20T10:38:52.992000+00:00,12.3,22.35,32.4,2025-04-20T00:00:00Z,2025-04-21T00:00:00Z,1311,2600,1289,1311,1.0,0.36825886368751526,0.807692289352417,0.564743646586059,0.07229082603584074,0.4791431725025177,0.5133037567138672,0.5536938309669495,0.6111111044883728,0.6658543348312378,0.0,0.0,0.0015255530129672007,0.7086193745232647,0.28909229595728453,0.0007627765064836003,site_003,Parcelle blé,blé,True,0.021430388013431223,0.554980743084431
2025-04-21,2,S2C_MSIL2A_20250421T104041_N0511_R008_T31TFK_20250421T162301.SAFE | S2C_MSIL2A_20250421T104041_N0511_R008_T31TFL_20250421T162301.SAFE,2025-04-21T10:48:43.367000+00:00 | 2025-04-21T10:48:57.564000+00:00,56.05,77.035,98.02,2025-04-21T00:00:00Z,2025-04-22T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-04-23,4,S2A_MSIL2A_20250423T104041_N0511_R008_T31TFK_20250423T205512.SAFE | S2A_MSIL2A_20250423T104041_N0511_R008_T31TFL_20250423T205512.SAFE | S2B_MSIL2A_20250423T102559_N0511_R108_T31TFK_20250423T124710.SAFE | S2B_MSIL2A_20250423T102559_N0511_R108_T31TFL_20250423T124710.SAFE,2025-04-23T10:38:25.762000+00:00 | 2025-04-23T10:38:34.409000+00:00 | 2025-04-23T10:48:35.870000+00:00 | 2025-04-23T10:48:50.080000+00:00,99.41,99.85,100.0,2025-04-23T00:00:00Z,2025-04-24T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-04-26,2,S2B_MSIL2A_20250426T103629_N0511_R008_T31TFK_20250426T114837.SAFE | S2B_MSIL2A_20250426T103629_N0511_R008_T31TFL_20250426T114837.SAFE,2025-04-26T10:48:22.785000+00:00 | 2025-04-26T10:48:36.991000+00:00,83.91,86.87,89.83,2025-04-26T00:00:00Z,2025-04-27T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-04-28,2,S2C_MSIL2A_20250428T103051_N0511_R108_T31TFK_20250428T160914.SAFE | S2C_MSIL2A_20250428T103051_N0511_R108_T31TFL_20250428T160914.SAFE,2025-04-28T10:38:46.974000+00:00 | 2025-04-28T10:39:01.677000+00:00,19.26,28.275,37.29,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,1311,2600,1289,1311,1.0,0.35776081681251526,0.759351909160614,0.5203993878093591,0.0789852956001758,0.4264281690120697,0.4645669162273407,0.5079801678657532,0.569870114326477,0.6279676556587219,0.0,0.0,0.04042715484363082,0.7932875667429443,0.16628527841342486,0.0,site_003,Parcelle blé,blé,True,-0.044344258776699896,0.542818764322682
2025-04-30,2,S2A_MSIL2A_20250430T102701_N0511_R108_T31TFK_20250430T190517.SAFE | S2A_MSIL2A_20250430T102701_N0511_R108_T31TFL_20250430T190517.SAFE,2025-04-30T10:38:39.045000+00:00 | 2025-04-30T10:38:53.756000+00:00,2.68,4.46,6.24,2025-04-30T00:00:00Z,2025-05-01T00:00:00Z,1311,2600,1289,1311,1.0,0.3401015102863312,0.7551581859588623,0.5215099154311588,0.07847723994051953,0.42971429228782654,0.4668060541152954,0.5084675550460815,0.5732647776603699,0.6264367699623108,0.0,0.0,0.03737604881769641,0.8024408848207475,0.16018306636155608,0.0,site_003,Parcelle blé,blé,True,0.0011105276217996396,0.5355509832755256
2025-05-01,2,S2C_MSIL2A_20250501T104041_N0511_R008_T31TFK_20250501T161558.SAFE | S2C_MSIL2A_20250501T104041_N0511_R008_T31TFL_20250501T161558.SAFE,2025-05-01T10:48:43.520000+00:00 | 2025-05-01T10:48:57.715000+00:00,0.04,0.085,0.13,2025-05-01T00:00:00Z,2025-05-02T00:00:00Z,1311,2600,1289,1311,1.0,0.3608410060405731,0.7804995179176331,0.5315076932936202,0.08147415553784468,0.4319021999835968,0.475635290145874,0.5218111276626587,0.5844082832336426,0.6426076889038086,0.0,0.0,0.03508771929824561,0.7734553775743707,0.19145690312738367,0.0,site_003,Parcelle blé,blé,True,0.009997777862461477,0.5244723321780461
2025-05-03,4,S2A_MSIL2A_20250503T103701_N0511_R008_T31TFK_20250503T173316.SAFE | S2A_MSIL2A_20250503T103701_N0511_R008_T31TFL_20250503T173316.SAFE | S2B_MSIL2A_20250503T102559_N0511_R108_T31TFK_20250503T132157.SAFE | S2B_MSIL2A_20250503T102559_N0511_R108_T31TFL_20250503T132157.SAFE,2025-05-03T10:38:26.879000+00:00 | 2025-05-03T10:38:41.590000+00:00 | 2025-05-03T10:48:35.416000+00:00 | 2025-05-03T10:48:49.618000+00:00,28.31,40.63,55.9,2025-05-03T00:00:00Z,2025-05-04T00:00:00Z,1311,2600,1289,1311,1.0,0.21087737381458282,0.750982940196991,0.5085400080721755,0.07564903083847224,0.4217987358570099,0.4620431065559387,0.5028463006019592,0.5532263517379761,0.6058939695358276,0.0,0.0,0.060259344012204424,0.8253241800152555,0.11441647597254005,0.0,site_003,Parcelle blé,blé,True,-0.022967685221444767,0.5205192055989848
2025-05-06,2,S2B_MSIL2A_20250506T103629_N0511_R008_T31TFK_20250506T115207.SAFE | S2B_MSIL2A_20250506T103629_N0511_R008_T31TFL_20250506T115207.SAFE,2025-05-06T10:48:23.698000+00:00 | 2025-05-06T10:48:37.896000+00:00,96.87,98.43,99.99,2025-05-06T00:00:00Z,2025-05-07T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-08,2,S2C_MSIL2A_20250508T102621_N0511_R108_T31TFK_20250508T155603.SAFE | S2C_MSIL2A_20250508T102621_N0511_R108_T31TFL_20250508T155603.SAFE,2025-05-08T10:38:44.511000+00:00 | 2025-05-08T10:38:59.220000+00:00,78.9,85.22,91.54,2025-05-08T00:00:00Z,2025-05-09T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-10,2,S2A_MSIL2A_20250510T103031_N0511_R108_T31TFK_20250510T141114.SAFE | S2A_MSIL2A_20250510T103031_N0511_R108_T31TFL_20250510T141114.SAFE,2025-05-10T10:38:37.575000+00:00 | 2025-05-10T10:38:52.296000+00:00,25.57,57.099999999999994,88.63,2025-05-10T00:00:00Z,2025-05-11T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-11,2,S2C_MSIL2A_20250511T103641_N0511_R008_T31TFK_20250511T132601.SAFE | S2C_MSIL2A_20250511T103641_N0511_R008_T31TFL_20250511T132601.SAFE,2025-05-11T10:48:40.149000+00:00 | 2025-05-11T10:48:54.347000+00:00,45.13,58.94500000000001,72.76,2025-05-11T00:00:00Z,2025-05-12T00:00:00Z,1311,2600,1289,1311,1.0,0.09408297389745712,0.7110522389411926,0.17047167369352756,0.12054393907993308,0.10576923191547394,0.11180262267589569,0.12206684052944183,0.14804917573928833,0.3661293685436249,0.0,0.8360030511060259,0.07780320366132723,0.07398932112890923,0.012204424103737605,0.0,site_003,Parcelle blé,blé,True,-0.3380683343786479,0.4035064583531078
2025-05-13,4,S2A_MSIL2A_20250513T104041_N0511_R008_T31TFK_20250513T143716.SAFE | S2A_MSIL2A_20250513T104041_N0511_R008_T31TFL_20250513T143716.SAFE | S2B_MSIL2A_20250513T102559_N0511_R108_T31TFK_20250513T132211.SAFE | S2B_MSIL2A_20250513T102559_N0511_R108_T31TFL_20250513T132211.SAFE,2025-05-13T10:38:25.591000+00:00 | 2025-05-13T10:38:40.306000+00:00 | 2025-05-13T10:48:35.769000+00:00 | 2025-05-13T10:48:49.979000+00:00,8.06,16.9,23.84,2025-05-13T00:00:00Z,2025-05-14T00:00:00Z,1311,2600,1289,1311,1.0,0.08010530471801758,0.6522384285926819,0.15626403719505028,0.09018765287955376,0.10974285006523132,0.11567001044750214,0.12261806428432465,0.14833948016166687,0.24834437668323517,0.0,0.8703279938977879,0.08619374523264683,0.03966437833714721,0.0038138825324180014,0.0,site_003,Parcelle blé,blé,True,-0.014207636498477283,0.27842523965358446
2025-05-16,2,S2B_MSIL2A_20250516T103619_N0511_R008_T31TFK_20250516T132446.SAFE | S2B_MSIL2A_20250516T103619_N0511_R008_T31TFL_20250516T132446.SAFE,2025-05-16T10:48:22.094000+00:00 | 2025-05-16T10:48:36.302000+00:00,0.44,5.2299999999999995,10.02,2025-05-16T00:00:00Z,2025-05-17T00:00:00Z,1311,2600,1289,1311,1.0,0.10925373435020447,0.6184128522872925,0.16508036194913348,0.07776612555873438,0.12181416898965836,0.1275349259376526,0.13708260655403137,0.1579868644475937,0.2520991265773773,0.0,0.8596491228070176,0.10755148741418764,0.032036613272311214,0.0007627765064836003,0.0,site_003,Parcelle blé,blé,True,0.008816324754083199,0.16393869094590377
2025-05-18,2,S2C_MSIL2A_20250518T102621_N0511_R108_T31TFK_20250518T143414.SAFE | S2C_MSIL2A_20250518T102621_N0511_R108_T31TFL_20250518T143414.SAFE,2025-05-18T10:38:42.205000+00:00 | 2025-05-18T10:38:56.919000+00:00,10.77,11.855,12.94,2025-05-18T00:00:00Z,2025-05-19T00:00:00Z,1311,2600,2199,401,0.30587337909992374,0.10431947559118271,0.6194799542427063,0.16908510882138003,0.10773428312487283,0.11102299392223358,0.11375211924314499,0.1189236119389534,0.15777859091758728,0.33208078145980835,0.0,0.800498753117207,0.12219451371571072,0.07231920199501247,0.004987531172069825,0.0,site_003,Parcelle blé,blé,False,,
2025-05-20,2,S2A_MSIL2A_20250520T102701_N0511_R108_T31TFK_20250520T161912.SAFE | S2A_MSIL2A_20250520T102701_N0511_R108_T31TFL_20250520T161912.SAFE,2025-05-20T10:38:40.882000+00:00 | 2025-05-20T10:38:55.597000+00:00,54.03,75.93,97.83,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-21,2,S2C_MSIL2A_20250521T103641_N0511_R008_T31TFK_20250521T133317.SAFE | S2C_MSIL2A_20250521T103641_N0511_R008_T31TFL_20250521T133317.SAFE,2025-05-21T10:48:40.143000+00:00 | 2025-05-21T10:48:54.344000+00:00,56.27,76.125,95.98,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-23,4,S2A_MSIL2A_20250523T103701_N0511_R008_T31TFK_20250523T144400.SAFE | S2A_MSIL2A_20250523T103701_N0511_R008_T31TFL_20250523T144400.SAFE | S2B_MSIL2A_20250523T102559_N0511_R108_T31TFK_20250523T131911.SAFE | S2B_MSIL2A_20250523T102559_N0511_R108_T31TFL_20250523T131911.SAFE,2025-05-23T10:38:26.060000+00:00 | 2025-05-23T10:38:40.779000+00:00 | 2025-05-23T10:48:38.362000+00:00 | 2025-05-23T10:48:52.558000+00:00,21.07,33.08,44.57,2025-05-23T00:00:00Z,2025-05-24T00:00:00Z,1311,2600,1289,1311,1.0,0.11330049484968185,0.6408997774124146,0.153214652832913,0.06368811265506988,0.12180143594741821,0.12564291059970856,0.13163822889328003,0.14691942930221558,0.20219436287879944,0.0,0.897025171624714,0.08543096872616324,0.016781083142639208,0.0007627765064836003,0.0,site_003,Parcelle blé,blé,True,-0.01186570911622048,0.15818635065903225
2025-05-26,2,S2B_MSIL2A_20250526T103629_N0511_R008_T31TFK_20250526T130243.SAFE | S2B_MSIL2A_20250526T103629_N0511_R008_T31TFL_20250526T130243.SAFE,2025-05-26T10:48:23.115000+00:00 | 2025-05-26T10:48:37.325000+00:00,31.31,50.455,69.6,2025-05-26T00:00:00Z,2025-05-27T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-28,2,S2C_MSIL2A_20250528T102621_N0511_R108_T31TFK_20250528T143128.SAFE | S2C_MSIL2A_20250528T102621_N0511_R108_T31TFL_20250528T143128.SAFE,2025-05-28T10:38:44.932000+00:00 | 2025-05-28T10:38:59.642000+00:00,79.69,89.435,99.18,2025-05-28T00:00:00Z,2025-05-29T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-05-30,2,S2A_MSIL2A_20250530T103041_N0511_R108_T31TFK_20250530T142711.SAFE | S2A_MSIL2A_20250530T103041_N0511_R108_T31TFL_20250530T142711.SAFE,2025-05-30T10:38:42.028000+00:00 | 2025-05-30T10:38:56.742000+00:00,0.0,0.0,0.0,2025-05-30T00:00:00Z,2025-05-31T00:00:00Z,1311,2600,1289,1311,1.0,0.10869564861059189,0.5615251064300537,0.15133578377448362,0.05477558412709696,0.1189003437757492,0.12413541972637177,0.13413304090499878,0.1517658233642578,0.20403197407722473,0.0,0.897025171624714,0.09229595728451563,0.010678871090770405,0.0,0.0,site_003,Parcelle blé,blé,True,-0.0018788690584293777,0.15654359951884336
2025-05-31,2,S2C_MSIL2A_20250531T104041_N0511_R008_T31TFK_20250531T162214.SAFE | S2C_MSIL2A_20250531T104041_N0511_R008_T31TFL_20250531T162214.SAFE,2025-05-31T10:48:42.260000+00:00 | 2025-05-31T10:48:56.453000+00:00,37.28,54.915,72.55,2025-05-31T00:00:00Z,2025-06-01T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-06-02,4,S2A_MSIL2A_20250602T104041_N0511_R008_T31TFK_20250602T143223.SAFE | S2A_MSIL2A_20250602T104041_N0511_R008_T31TFL_20250602T143223.SAFE | S2B_MSIL2A_20250602T102559_N0511_R108_T31TFK_20250602T132211.SAFE | S2B_MSIL2A_20250602T102559_N0511_R108_T31TFL_20250602T132211.SAFE,2025-06-02T10:38:25.605000+00:00 | 2025-06-02T10:38:40.326000+00:00 | 2025-06-02T10:48:38.825000+00:00 | 2025-06-02T10:48:53.022000+00:00,93.22,95.505,98.18,2025-06-02T00:00:00Z,2025-06-03T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-06-05,2,S2B_MSIL2A_20250605T103619_N0511_R008_T31TFK_20250605T125847.SAFE | S2B_MSIL2A_20250605T103619_N0511_R008_T31TFL_20250605T125847.SAFE,2025-06-05T10:48:21.876000+00:00 | 2025-06-05T10:48:36.098000+00:00,96.59,98.105,99.62,2025-06-05T00:00:00Z,2025-06-06T00:00:00Z,1311,2600,2600,0,0.0,NaN,NaN,,NaN,,,,,,,,,,,,site_003,Parcelle blé,blé,False,,
2025-06-07,2,S2C_MSIL2A_20250607T102621_N0511_R108_T31TFK_20250607T161214.SAFE | S2C_MSIL2A_20250607T102621_N0511_R108_T31TFL_20250607T161214.SAFE,2025-06-07T10:38:45.335000+00:00 | 2025-06-07T10:39:00.047000+00:00,70.04,80.01,89.98,2025-06-07T00:00:00Z,2025-06-08T00:00:00Z,1311,2600,1289,1311,1.0,0.09068627655506134,0.528052806854248,0.20788914834175476,0.05896826464868856,0.14474079012870789,0.17118927836418152,0.1972956359386444,0.23734675347805023,0.2777777910232544,0.0,0.520976353928299,0.463768115942029,0.015255530129672006,0.0,0.0,site_003,Parcelle blé,blé,True,0.05655336456727114,0.17081319498305048
2025-06-09,2,S2A_MSIL2A_20250609T102701_N0511_R108_T31TFK_20250609T143435.SAFE | S2A_MSIL2A_20250609T102701_N0511_R108_T31TFL_20250609T143435.SAFE,2025-06-09T10:38:40.671000+00:00 | 2025-06-09T10:38:55.388000+00:00,0.0,1.74,3.48,2025-06-09T00:00:00Z,2025-06-10T00:00:00Z,1311,2600,1289,1311,1.0,0.18149466812610626,0.5325342416763306,0.28389468818652897,0.05083631498015102,0.23419587314128876,0.25022584199905396,0.27454909682273865,0.3042190968990326,0.3397260308265686,0.0,0.0038138825324180014,0.9595728451563692,0.036613272311212815,0.0,0.0,site_003,Parcelle blé,blé,True,0.0760055398447742,0.21437320676758911
2025-06-10,2,S2C_MSIL2A_20250610T103641_N0511_R008_T31TFK_20250610T132001.SAFE | S2C_MSIL2A_20250610T103641_N0511_R008_T31TFL_20250610T132001.SAFE,2025-06-10T10:48:41.968000+00:00 | 2025-06-10T10:48:56.168000+00:00,0.01,0.015,0.02,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,1311,2600,1289,1311,1.0,0.2137771099805832,0.5758746266365051,0.322943621196427,0.04817424950493539,0.2715231776237488,0.29239290952682495,0.31752899289131165,0.3442849814891815,0.3738250136375427,0.0,0.0,0.9397406559877955,0.060259344012204424,0.0,0.0,site_003,Parcelle blé,blé,True,0.039048933009898035,0.27157581924157026
2025-06-12,4,S2A_MSIL2A_20250612T103701_N0511_R008_T31TFK_20250612T143828.SAFE | S2A_MSIL2A_20250612T103701_N0511_R008_T31TFL_20250612T143828.SAFE | S2B_MSIL2A_20250612T102559_N0511_R108_T31TFK_20250612T131505.SAFE | S2B_MSIL2A_20250612T102559_N0511_R108_T31TFL_20250612T131505.SAFE,2025-06-12T10:38:22.685000+00:00 | 2025-06-12T10:38:37.412000+00:00 | 2025-06-12T10:48:36.817000+00:00 | 2025-06-12T10:48:51.029000+00:00,5.03,7.9775,10.73,2025-06-12T00:00:00Z,2025-06-13T00:00:00Z,1311,2600,1289,1311,1.0,0.17804041504859924,0.514298677444458,0.2818415661993871,0.053577090379210206,0.2202020138502121,0.23857443034648895,0.2750532925128937,0.31853193044662476,0.3494199514389038,0.0,0.018306636155606407,0.9527078565980168,0.028985507246376812,0.0,0.0,site_003,Parcelle blé,blé,True,-0.041102054997039894,0.29622662519411436
2025-06-15,2,S2B_MSIL2A_20250615T103619_N0511_R008_T31TFK_20250615T115248.SAFE | S2B_MSIL2A_20250615T103619_N0511_R008_T31TFL_20250615T115248.SAFE,2025-06-15T10:48:20.793000+00:00 | 2025-06-15T10:48:35.011000+00:00,85.11,90.715,96.32,2025-06-15T00:00:00Z,2025-06-16T00:00:00Z,1311,2600,2302,298,0.22730739893211288,0.11881188303232193,0.4375970959663391,0.28194331520255794,0.0698619974629471,0.18590998649597168,0.22925959527492523,0.28558310866355896,0.32798394560813904,0.375,0.0,0.1342281879194631,0.8120805369127517,0.053691275167785234,0.0,0.0,site_003,Parcelle blé,blé,False,,
2025-06-17,2,S2C_MSIL2A_20250617T102621_N0511_R108_T31TFK_20250617T142610.SAFE | S2C_MSIL2A_20250617T102621_N0511_R108_T31TFL_20250617T142610.SAFE,2025-06-17T10:38:43.638000+00:00 | 2025-06-17T10:38:58.354000+00:00,0.37,1.625,2.88,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,1311,2600,1289,1311,1.0,0.18025751411914825,0.5544204115867615,0.3613520853056607,0.08789502437148725,0.2494448572397232,0.29482370615005493,0.3515411615371704,0.43593811988830566,0.48917749524116516,0.0,0.028985507246376812,0.6414950419527079,0.3295194508009153,0.0,0.0,site_003,Parcelle blé,blé,True,0.0795105191062736,0.32204575756715825
2025-06-19,2,S2A_MSIL2A_20250619T103041_N0511_R108_T31TFK_20250619T160201.SAFE | S2A_MSIL2A_20250619T103041_N0511_R108_T31TFL_20250619T160201.SAFE,2025-06-19T10:38:37.905000+00:00 | 2025-06-19T10:38:52.630000+00:00,3.91,5.285,6.66,2025-06-19T00:00:00Z,2025-06-20T00:00:00Z,1311,2600,1289,1311,1.0,0.17236363887786865,0.5494771003723145,0.3761536347034048,0.08768741746014622,0.2638580799102783,0.3131014108657837,0.36620739102363586,0.4521667957305908,0.505665123462677,0.0,0.01906941266209001,0.6056445461479787,0.37528604118993136,0.0,0.0,site_003,Parcelle blé,blé,True,0.014801549397744085,0.3397824287361509
2025-06-22,4,S2A_MSIL2A_20250622T104041_N0511_R008_T31TFK_20250622T143806.SAFE | S2A_MSIL2A_20250622T104041_N0511_R008_T31TFL_20250622T143806.SAFE | S2B_MSIL2A_20250622T102559_N0511_R108_T31TFK_20250622T124912.SAFE | S2B_MSIL2A_20250622T102559_N0511_R108_T31TFL_20250622T124912.SAFE,2025-06-22T10:38:25.855000+00:00 | 2025-06-22T10:38:40.577000+00:00 | 2025-06-22T10:48:36.130000+00:00 | 2025-06-22T10:48:50.351000+00:00,0.14,0.7949999999999999,1.39,2025-06-22T00:00:00Z,2025-06-23T00:00:00Z,1311,2600,1289,1311,1.0,0.2109181135892868,0.5722178220748901,0.4087740829048228,0.08027973035775356,0.300191193819046,0.3531300127506256,0.40623795986175537,0.47109469771385193,0.5199999809265137,0.0,0.0,0.4652936689549962,0.5347063310450039,0.0,0.0,site_003,Parcelle blé,blé,True,0.03262044820141802,0.38209326763796275
2025-06-25,2,S2B_MSIL2A_20250625T103629_N0511_R008_T31TFK_20250625T144139.SAFE | S2B_MSIL2A_20250625T103629_N0511_R008_T31TFL_20250625T144139.SAFE,2025-06-25T10:48:23.627000+00:00 | 2025-06-25T10:48:37.835000+00:00,0.0,0.73,1.46,2025-06-25T00:00:00Z,2025-06-26T00:00:00Z,1311,2600,1289,1311,1.0,0.21366164088249207,0.610122799873352,0.4395110621809691,0.07719811178643539,0.33623313903808594,0.38790035247802734,0.43990206718444824,0.4960409998893738,0.5420060753822327,0.0,0.0,0.2936689549961861,0.7032799389778794,0.0030511060259344014,0.0,site_003,Parcelle blé,blé,True,0.03073697927614627,0.40814625992973225
2025-06-27,2,S2C_MSIL2A_20250627T103041_N0511_R108_T31TFK_20250627T155455.SAFE | S2C_MSIL2A_20250627T103041_N0511_R108_T31TFL_20250627T155455.SAFE,2025-06-27T10:38:45.659000+00:00 | 2025-06-27T10:38:57.061000+00:00,21.89,48.825,75.76,2025-06-27T00:00:00Z,2025-06-28T00:00:00Z,1311,2600,1289,1311,1.0,0.2036229521036148,0.60450279712677,0.4345062846086303,0.08124394939947738,0.3207017481327057,0.3808000087738037,0.4363767206668854,0.495898574590683,0.5452399849891663,0.0,0.0,0.3165522501906941,0.6803966437833715,0.0030511060259344014,0.0,site_003,Parcelle blé,blé,True,-0.005004777572338803,0.427597143231474
2025-06-29,2,S2A_MSIL2A_20250629T102701_N0511_R108_T31TFK_20250629T143707.SAFE | S2A_MSIL2A_20250629T102701_N0511_R108_T31TFL_20250629T143707.SAFE,2025-06-29T10:38:41.645000+00:00 | 2025-06-29T10:38:56.364000+00:00,0.0,1.725,3.45,2025-06-29T00:00:00Z,2025-06-30T00:00:00Z,1311,2600,1289,1311,1.0,0.2192513346672058,0.5805273652076721,0.4217971401824742,0.073716960138912,0.3232742249965668,0.3739612102508545,0.42346543073654175,0.4756380617618561,0.5218635201454163,0.0,0.0,0.37604881769641496,0.623951182303585,0.0,0.0,site_003,Parcelle blé,blé,True,-0.01270914442615606,0.43193816232402454
2025-06-30,2,S2C_MSIL2A_20250630T104041_N0511_R008_T31TFK_20250630T161206.SAFE | S2C_MSIL2A_20250630T104041_N0511_R008_T31TFL_20250630T161206.SAFE,2025-06-30T10:48:43.358000+00:00 | 2025-06-30T10:48:57.552000+00:00,4.81,9.785,14.76,2025-06-30T00:00:00Z,2025-07-01T00:00:00Z,1311,2600,1290,1310,0.9992372234935164,0.21021610498428345,0.5936990976333618,0.42789001986953107,0.07225075138179173,0.3349282443523407,0.37935876846313477,0.42807018756866455,0.4802207946777344,0.5263966917991638,0.0,0.0,0.3450381679389313,0.6549618320610687,0.0,0.0,site_003,Parcelle blé,blé,True,0.006092879687056851,0.4280644815535452
2025-07-02,4,S2A_MSIL2A_20250702T103701_N0511_R008_T31TFK_20250702T145201.SAFE | S2A_MSIL2A_20250702T103701_N0511_R008_T31TFL_20250702T145201.SAFE | S2B_MSIL2A_20250702T102559_N0511_R108_T31TFK_20250702T131338.SAFE | S2B_MSIL2A_20250702T102559_N0511_R108_T31TFL_20250702T131338.SAFE,2025-07-02T10:38:27.981000+00:00 | 2025-07-02T10:38:42.694000+00:00 | 2025-07-02T10:48:39.382000+00:00 | 2025-07-02T10:48:53.589000+00:00,0.87,8.005,13.05,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,1311,2600,1289,1311,1.0,0.24113474786281586,0.6049960851669312,0.4494527363986301,0.07300865602499122,0.34893926978111267,0.4043334424495697,0.452531635761261,0.5033035278320312,0.5454545617103577,0.0,0.0,0.2341723874904653,0.7650648360030511,0.0007627765064836003,0.0,site_003,Parcelle blé,blé,True,0.021562716529099024,0.4330466321502118
