decision_point_id,parcel_id,acquisition_date,evaluation_mode,rules_version,baseline_version,baseline_reference_years,baseline_start_date,baseline_end_date,generated_at,in_scope_season,eligible_for_analysis,eligibility_reason,ndmi_value,ndmi_monthly_median,ndmi_anomaly_value,ndmi_percentile,ndmi_reference_count,ndmi_state,valid_pixel_ratio,satellite_quality,water_balance_30d_value,water_balance_30d_monthly_median,water_balance_30d_anomaly_value,water_balance_30d_percentile,water_balance_reference_count,water_balance_state,soil_moisture_30d_value,soil_moisture_30d_monthly_median,soil_moisture_30d_anomaly_value,soil_moisture_30d_percentile,soil_moisture_reference_count,soil_moisture_state,vpd_7d_value,vpd_7d_monthly_median,vpd_7d_anomaly_value,vpd_7d_percentile,vpd_reference_count,vpd_state,precipitation_30d_value,precipitation_30d_monthly_median,precipitation_30d_anomaly_value,precipitation_30d_percentile,precipitation_reference_count,precipitation_state,hydro_context,low_signal_count_15d,persistence_state,rule_id,eve_decision,recommended_information_action,urgency,is_candidate,manual_review_possible,justification_codes,justification_text,probable_context,context_confidence,context_evidence,cost_model_version,estimated_time_min_low,estimated_time_min_high,estimated_cost_eur_low,estimated_cost_eur_high,cost_status,delay_cost_estimated,verification_status,verification_method,verification_result,human_decision_available,human_final_decision,episode_id
site_004_20200926,site_004,2020-09-26,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2146580751533761,,,61,unknown,0.0,poor,-45.61000000000003,-52.935,7.324999999999974,56.666666666666664,270,normal,0.2021333333333333,0.22449999999999998,-0.022366666666666674,30.37037037037037,270,normal,1.61,2.17,-0.5599999999999998,20.37037037037037,270,normal,56.79999999999998,62.39999999999999,-5.6000000000000085,42.592592592592595,270,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20200929,site_004,2020-09-29,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2146580751533761,,,61,unknown,0.0,poor,-47.67000000000001,-52.935,5.2649999999999935,55.55555555555556,270,normal,0.2042,0.22449999999999998,-0.020299999999999985,31.48148148148148,270,normal,1.53,2.17,-0.6399999999999999,19.25925925925926,270,normal,51.09999999999999,62.39999999999999,-11.300000000000004,38.88888888888889,270,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201001,site_004,2020-10-01,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,-42.34000000000002,14.090000000000003,-56.43000000000002,17.921146953405017,279,low,0.2055333333333333,0.2813333333333333,-0.07580000000000003,21.50537634408602,279,low,1.13,1.19,-0.06000000000000005,42.29390681003584,279,normal,53.79999999999998,75.19999999999999,-21.400000000000006,35.483870967741936,279,normal,very_dry,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|very_dry_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201004,site_004,2020-10-04,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,17.84999999999998,14.090000000000003,3.7599999999999767,51.971326164874554,279,normal,0.2165333333333333,0.2813333333333333,-0.06480000000000002,22.22222222222222,279,low,1.13,1.19,-0.06000000000000005,42.29390681003584,279,normal,104.79999999999998,75.19999999999999,29.599999999999994,69.89247311827957,279,normal,dry,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|dry_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201006,site_004,2020-10-06,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,27.31999999999998,14.090000000000003,13.229999999999976,58.78136200716846,279,normal,0.2262666666666666,0.2813333333333333,-0.055066666666666736,26.881720430107524,279,normal,1.13,1.19,-0.06000000000000005,42.29390681003584,279,normal,108.5,75.19999999999999,33.30000000000001,74.19354838709677,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201009,site_004,2020-10-09,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,33.88999999999997,14.090000000000003,19.79999999999997,60.93189964157706,279,normal,0.2402333333333333,0.2813333333333333,-0.041100000000000025,31.182795698924732,279,normal,1.14,1.19,-0.050000000000000044,43.36917562724014,279,normal,109.39999999999998,75.19999999999999,34.19999999999999,75.26881720430107,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201011,site_004,2020-10-11,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,0.1497611701488495,0.2080152566742265,-0.058254086525377,19.148936170212767,47,low,0.0075757575757575,poor,42.14999999999998,14.090000000000003,28.059999999999974,69.17562724014337,279,normal,0.2489333333333333,0.2813333333333333,-0.03240000000000001,32.97491039426524,279,normal,1.14,1.19,-0.050000000000000044,43.36917562724014,279,normal,113.09999999999998,75.19999999999999,37.89999999999999,77.77777777777779,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_percentile_le_20|normal_hydro_context,Observation Sentinel insuffisante : 0.8 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201014,site_004,2020-10-14,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,50.77999999999999,14.090000000000003,36.68999999999998,76.70250896057348,279,normal,0.2617666666666666,0.2813333333333333,-0.019566666666666732,39.784946236559136,279,normal,1.14,1.19,-0.050000000000000044,43.36917562724014,279,normal,113.5,75.19999999999999,38.30000000000001,78.49462365591397,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201016,site_004,2020-10-16,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,62.04999999999998,14.090000000000003,47.95999999999998,84.94623655913979,279,normal,0.2702666666666667,0.2813333333333333,-0.011066666666666614,45.16129032258064,279,normal,0.68,1.19,-0.5099999999999999,0.7168458781362007,279,normal,118.5,75.19999999999999,43.30000000000001,81.00358422939068,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201019,site_004,2020-10-19,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,69.69999999999999,14.090000000000003,55.609999999999985,87.09677419354838,279,normal,0.2834333333333333,0.2813333333333333,0.0020999999999999908,50.89605734767025,279,normal,0.76,1.19,-0.42999999999999994,6.451612903225806,279,normal,118.5,75.19999999999999,43.30000000000001,81.00358422939068,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201021,site_004,2020-10-21,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,62.19999999999998,14.090000000000003,48.10999999999998,84.94623655913979,279,normal,0.2918333333333333,0.2813333333333333,0.010499999999999954,53.76344086021505,279,normal,1.32,1.19,0.13000000000000012,63.44086021505376,279,normal,113.0,75.19999999999999,37.80000000000001,77.06093189964157,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201024,site_004,2020-10-24,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1786122307971572,0.2080152566742265,-0.029403025877069278,36.17021276595745,47,normal,1.0,good,101.17,14.090000000000003,87.08,99.6415770609319,279,normal,0.3084,0.2813333333333333,0.027066666666666683,57.70609318996416,279,normal,1.32,1.19,0.13000000000000012,63.44086021505376,279,normal,148.29999999999998,75.19999999999999,73.1,94.98207885304659,279,normal,normal,0,not_applicable,R2,wait,none,none,False,False,rule_r2|good_satellite_quality|ndmi_within_seasonal_range|normal_hydro_context,"NDMI=0.179, anomalie=-0.029, percentile mensuel=36.2. Qualité satellite=good (100.0 % valides). Décision V0.1 issue de R2.",seasonal_range,none,NDMI dans sa distribution saisonnière habituelle.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201026,site_004,2020-10-26,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.2079142893128322,0.2080152566742265,-0.00010096736139428297,48.93617021276596,47,normal,1.0,good,123.02999999999996,14.090000000000003,108.93999999999996,100.0,279,normal,0.3228666666666667,0.2813333333333333,0.041533333333333367,59.85663082437276,279,normal,1.32,1.19,0.13000000000000012,63.44086021505376,279,normal,168.89999999999998,75.19999999999999,93.69999999999999,100.0,279,normal,normal,0,not_applicable,R2,wait,none,none,False,False,rule_r2|good_satellite_quality|ndmi_within_seasonal_range|normal_hydro_context,"NDMI=0.208, anomalie=-0.000, percentile mensuel=48.9. Qualité satellite=good (100.0 % valides). Décision V0.1 issue de R2.",seasonal_range,none,NDMI dans sa distribution saisonnière habituelle.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201029,site_004,2020-10-29,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2080152566742265,,,47,unknown,0.0,poor,101.3,14.090000000000003,87.21,99.6415770609319,279,normal,0.3390666666666666,0.2813333333333333,0.0577333333333333,84.94623655913979,279,normal,0.87,1.19,-0.31999999999999995,13.261648745519713,279,normal,146.9,75.19999999999999,71.70000000000002,93.9068100358423,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201031,site_004,2020-10-31,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2019|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.11671990034114,0.2080152566742265,-0.09129535633308648,6.382978723404255,47,very_low,1.0,good,99.14999999999998,14.090000000000003,85.05999999999997,98.56630824372759,279,normal,0.3465,0.2813333333333333,0.06516666666666665,90.32258064516128,279,normal,0.87,1.19,-0.31999999999999995,13.261648745519713,279,normal,143.7,75.19999999999999,68.5,91.39784946236558,279,normal,normal,1,single,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context,"NDMI=0.117, anomalie=-0.091, percentile mensuel=6.4. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=98.6, humidité du sol p=90.3). VPD=normal (p=13.3). Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20201031_15
site_004_20201103,site_004,2020-11-03,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,53.46999999999999,,,,0,unknown,0.3477666666666666,,,,0,unknown,0.81,,,,0,unknown,97.4,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201105,site_004,2020-11-05,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,50.30999999999999,,,,0,unknown,0.3466333333333333,,,,0,unknown,0.81,,,,0,unknown,93.7,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201108,site_004,2020-11-08,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,52.510000000000005,,,,0,unknown,0.3456,,,,0,unknown,0.74,,,,0,unknown,93.9,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201110,site_004,2020-11-10,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0686138114981462,,,,0,unknown,1.0,good,49.72,,,,0,unknown,0.3455666666666667,,,,0,unknown,0.74,,,,0,unknown,90.2,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201113,site_004,2020-11-13,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,50.71,,,,0,unknown,0.3458666666666667,,,,0,unknown,0.74,,,,0,unknown,89.8,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201115,site_004,2020-11-15,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,48.60999999999999,,,,0,unknown,0.3462333333333333,,,,0,unknown,0.66,,,,0,unknown,87.89999999999999,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201118,site_004,2020-11-18,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0288244086585826,,,,0,unknown,1.0,good,54.81999999999999,,,,0,unknown,0.3482666666666666,,,,0,unknown,0.91,,,,0,unknown,93.1,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201120,site_004,2020-11-20,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,61.54999999999998,,,,0,unknown,0.3502666666666666,,,,0,unknown,0.91,,,,0,unknown,94.5,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201123,site_004,2020-11-23,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0341154299217812,,,,0,unknown,1.0,good,20.359999999999985,,,,0,unknown,0.3492,,,,0,unknown,0.91,,,,0,unknown,52.19999999999999,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201125,site_004,2020-11-25,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0215296526280739,,,,0,unknown,1.0,good,-12.860000000000014,,,,0,unknown,0.3445999999999999,,,,0,unknown,0.48,,,,0,unknown,18.099999999999987,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201128,site_004,2020-11-28,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,-14.120000000000015,,,,0,unknown,0.3384666666666666,,,,0,unknown,0.53,,,,0,unknown,16.499999999999986,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201130,site_004,2020-11-30,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,-12.150000000000016,,,,0,unknown,0.3354999999999999,,,,0,unknown,0.53,,,,0,unknown,16.499999999999986,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201203,site_004,2020-12-03,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0762624549539759,,,,0,unknown,0.946969696969697,good,-9.050000000000017,,,,0,unknown,0.3326666666666666,,,,0,unknown,0.52,,,,0,unknown,17.999999999999986,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201205,site_004,2020-12-05,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,6.969999999999985,,,,0,unknown,0.3333666666666666,,,,0,unknown,0.37,,,,0,unknown,33.09999999999999,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201208,site_004,2020-12-08,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,14.359999999999982,,,,0,unknown,0.3363333333333333,,,,0,unknown,0.37,,,,0,unknown,38.69999999999998,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201210,site_004,2020-12-10,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,,,,,0,unknown,0.0,poor,18.089999999999986,,,,0,unknown,0.3387333333333333,,,,0,unknown,0.3,,,,0,unknown,41.09999999999999,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|poor_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20201213,site_004,2020-12-13,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,,,,2026-06-23T13:21:49+00:00,False,False,out_of_scope_season,0.0585690307639059,,,,0,unknown,1.0,good,46.49999999999999,,,,0,unknown,0.3453666666666667,,,,0,unknown,0.3,,,,0,unknown,67.29999999999998,,,,0,unknown,unknown,0,not_applicable,R0,out_of_scope,none,none,False,False,rule_r0|good_satellite_quality|ndmi_state_unknown|hydro_context_unknown,Date hors de la saison d'analyse EVE V0.1 (avril à octobre).,not_assessed,none,Date hors de la saison V0.1.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
