decision_point_id,parcel_id,acquisition_date,evaluation_mode,rules_version,baseline_version,baseline_reference_years,baseline_start_date,baseline_end_date,generated_at,in_scope_season,eligible_for_analysis,eligibility_reason,ndmi_value,ndmi_monthly_median,ndmi_anomaly_value,ndmi_percentile,ndmi_reference_count,ndmi_state,valid_pixel_ratio,satellite_quality,water_balance_30d_value,water_balance_30d_monthly_median,water_balance_30d_anomaly_value,water_balance_30d_percentile,water_balance_reference_count,water_balance_state,soil_moisture_30d_value,soil_moisture_30d_monthly_median,soil_moisture_30d_anomaly_value,soil_moisture_30d_percentile,soil_moisture_reference_count,soil_moisture_state,vpd_7d_value,vpd_7d_monthly_median,vpd_7d_anomaly_value,vpd_7d_percentile,vpd_reference_count,vpd_state,precipitation_30d_value,precipitation_30d_monthly_median,precipitation_30d_anomaly_value,precipitation_30d_percentile,precipitation_reference_count,precipitation_state,hydro_context,low_signal_count_15d,persistence_state,rule_id,eve_decision,recommended_information_action,urgency,is_candidate,manual_review_possible,justification_codes,justification_text,probable_context,context_confidence,context_evidence,cost_model_version,estimated_time_min_low,estimated_time_min_high,estimated_cost_eur_low,estimated_cost_eur_high,cost_status,delay_cost_estimated,verification_status,verification_method,verification_result,human_decision_available,human_final_decision,episode_id
site_004_20190902,site_004,2019-09-02,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.2908014203562883,0.2146580751533761,0.07614334520291222,91.22807017543859,57,normal,1.0,good,-65.0,-51.330000000000005,-13.669999999999995,39.25925925925926,270,normal,0.2427333333333333,0.21414999999999995,0.02858333333333335,62.59259259259259,270,normal,3.27,2.17,1.1,95.18518518518519,270,very_high,65.69999999999999,61.19999999999999,4.5,55.55555555555556,270,normal,normal,0,not_applicable,R2,wait,none,none,False,False,rule_r2|good_satellite_quality|ndmi_within_seasonal_range|normal_hydro_context|vpd_percentile_ge_90,"NDMI=0.291, anomalie=0.076, percentile mensuel=91.2. Qualité satellite=good (100.0 % valides). Décision V0.1 issue de R2.",seasonal_range,none,NDMI dans sa distribution saisonnière habituelle.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20190905,site_004,2019-09-05,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.3195445721009462,0.2146580751533761,0.10488649694757013,98.24561403508771,57,normal,1.0,good,-63.42999999999999,-51.330000000000005,-12.099999999999987,40.0,270,normal,0.2389666666666666,0.21414999999999995,0.024816666666666654,61.111111111111114,270,normal,3.27,2.17,1.1,95.18518518518519,270,very_high,64.89999999999999,61.19999999999999,3.700000000000003,55.55555555555556,270,normal,normal,0,not_applicable,R2,wait,none,none,False,False,rule_r2|good_satellite_quality|ndmi_within_seasonal_range|normal_hydro_context|vpd_percentile_ge_90,"NDMI=0.320, anomalie=0.105, percentile mensuel=98.2. Qualité satellite=good (100.0 % valides). Décision V0.1 issue de R2.",seasonal_range,none,NDMI dans sa distribution saisonnière habituelle.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20190907,site_004,2019-09-07,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1861828686316695,0.2146580751533761,-0.028475206521706597,19.298245614035086,57,low,1.0,good,-67.89,-51.330000000000005,-16.559999999999995,36.2962962962963,270,normal,0.2369,0.21414999999999995,0.022750000000000048,60.74074074074074,270,normal,2.66,2.17,0.4900000000000002,64.81481481481481,270,normal,60.49999999999999,61.19999999999999,-0.6999999999999957,48.888888888888886,270,normal,normal,1,single,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_20|normal_hydro_context,"NDMI=0.186, anomalie=-0.028, percentile mensuel=19.3. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=36.3, humidité du sol p=60.7). VPD=normal (p=64.8). Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190910,site_004,2019-09-10,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2146580751533761,,,57,unknown,0.0,poor,-81.45000000000002,-51.330000000000005,-30.12000000000001,28.51851851851852,270,normal,0.2344,0.21414999999999995,0.020250000000000046,59.62962962962963,270,normal,2.66,2.17,0.4900000000000002,64.81481481481481,270,normal,40.29999999999999,61.19999999999999,-20.9,22.962962962962962,270,low,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|low_precipitation_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20190912,site_004,2019-09-12,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1767810968466977,0.2146580751533761,-0.03787697830667838,12.280701754385964,57,low,1.0,good,-82.07000000000002,-51.330000000000005,-30.740000000000016,27.40740740740741,270,normal,0.2311666666666667,0.21414999999999995,0.017016666666666735,58.51851851851851,270,normal,2.04,2.17,-0.1299999999999999,46.2962962962963,270,normal,39.89999999999999,61.19999999999999,-21.299999999999997,22.59259259259259,270,low,normal,2,persistent,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|low_precipitation_context,"NDMI=0.177, anomalie=-0.038, percentile mensuel=12.3. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=27.4, humidité du sol p=58.5). VPD=normal (p=46.3). Signal bas observé 2 fois sur 15 jours. Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190915,site_004,2019-09-15,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1695127081898549,0.2146580751533761,-0.0451453669635212,5.263157894736842,57,very_low,1.0,good,-79.54,-51.330000000000005,-28.21,30.0,270,normal,0.2263,0.21414999999999995,0.01215000000000005,56.2962962962963,270,normal,2.83,2.17,0.6600000000000001,72.96296296296296,270,normal,39.89999999999999,61.19999999999999,-21.299999999999997,22.59259259259259,270,low,normal,3,strong_persistent,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|strong_persistent_low_signal|low_precipitation_context,"NDMI=0.170, anomalie=-0.045, percentile mensuel=5.3. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=30.0, humidité du sol p=56.3). VPD=normal (p=73.0). Signal bas observé 3 fois sur 15 jours. Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190917,site_004,2019-09-17,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1541513862903229,0.2146580751533761,-0.06050668886305319,1.7543859649122806,57,very_low,1.0,good,-76.58,-51.330000000000005,-25.249999999999993,31.11111111111111,270,normal,0.2235333333333333,0.21414999999999995,0.009383333333333355,54.81481481481482,270,normal,3.05,2.17,0.8799999999999999,88.14814814814815,270,high,39.89999999999999,61.19999999999999,-21.299999999999997,22.59259259259259,270,low,normal,4,strong_persistent,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|vpd_percentile_ge_75|strong_persistent_low_signal|low_precipitation_context,"NDMI=0.154, anomalie=-0.061, percentile mensuel=1.8. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=31.1, humidité du sol p=54.8). VPD=high (p=88.1). Signal bas observé 4 fois sur 15 jours. Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190920,site_004,2019-09-20,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1576868644209973,0.2146580751533761,-0.05697121073237879,1.7543859649122806,57,very_low,1.0,good,-113.8,-51.330000000000005,-62.46999999999999,4.074074074074074,270,low,0.2170666666666666,0.21414999999999995,0.0029166666666666508,52.22222222222223,270,normal,3.05,2.17,0.8799999999999999,88.14814814814815,270,high,8.099999999999993,61.19999999999999,-53.099999999999994,1.1111111111111112,270,low,dry,5,strong_persistent,R6,additional_information_candidate,priority_field_check,high,True,False,rule_r6|good_satellite_quality|ndmi_percentile_le_10|dry_hydro_context|vpd_percentile_ge_75|strong_persistent_low_signal|low_precipitation_context,"NDMI=0.158, anomalie=-0.057, percentile mensuel=1.8. Qualité satellite=good (100.0 % valides). Contexte hydrique=dry (bilan hydrique p=4.1, humidité du sol p=52.2). VPD=high (p=88.1). Signal bas observé 5 fois sur 15 jours. Décision V0.1 issue de R6.",hydroclimatic_context_possible,low,"Signal fort ou persistant, cohérent avec un contexte sec, sans vérité terrain.",v0_theoretical_001,60,120,20,70,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190922,site_004,2019-09-22,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2146580751533761,,,57,unknown,0.0,poor,-83.94000000000001,-51.330000000000005,-32.61000000000001,24.814814814814813,270,low,0.2107666666666666,0.21414999999999995,-0.0033833333333333493,47.40740740740741,270,normal,3.05,2.17,0.8799999999999999,88.14814814814815,270,high,34.599999999999994,61.19999999999999,-26.599999999999994,20.0,270,low,dry,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|dry_hydro_context|vpd_percentile_ge_75|low_precipitation_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20190925,site_004,2019-09-25,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.2146580751533761,,,57,unknown,0.0,poor,-67.71000000000001,-51.330000000000005,-16.380000000000003,36.2962962962963,270,normal,0.2102,0.21414999999999995,-0.0039499999999999535,46.666666666666664,270,normal,1.92,2.17,-0.25,35.92592592592593,270,normal,42.6,61.19999999999999,-18.599999999999987,23.333333333333332,270,low,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|low_precipitation_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20190927,site_004,2019-09-27,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1710160032733146,0.2146580751533761,-0.0436420718800615,5.263157894736842,57,very_low,1.0,good,-64.42000000000002,-51.330000000000005,-13.09000000000001,39.25925925925926,270,normal,0.2118,0.21414999999999995,-0.0023499999999999632,48.148148148148145,270,normal,1.92,2.17,-0.25,35.92592592592593,270,normal,43.09999999999999,61.19999999999999,-18.1,23.333333333333332,270,low,normal,5,strong_persistent,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|strong_persistent_low_signal|low_precipitation_context,"NDMI=0.171, anomalie=-0.044, percentile mensuel=5.3. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=39.3, humidité du sol p=48.1). VPD=normal (p=35.9). Signal bas observé 5 fois sur 15 jours. Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20190930,site_004,2019-09-30,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.1872322071682323,0.2146580751533761,-0.027425867985143793,19.298245614035086,57,low,1.0,good,-59.23000000000001,-51.330000000000005,-7.900000000000006,43.7037037037037,270,normal,0.2149333333333333,0.21414999999999995,0.0007833333333333581,50.37037037037037,270,normal,1.85,2.17,-0.31999999999999984,32.592592592592595,270,normal,43.09999999999999,61.19999999999999,-18.1,23.333333333333332,270,low,normal,5,strong_persistent,R4,additional_information_candidate,review_raster,medium,True,False,rule_r4|good_satellite_quality|ndmi_percentile_le_20|normal_hydro_context|strong_persistent_low_signal|low_precipitation_context,"NDMI=0.187, anomalie=-0.027, percentile mensuel=19.3. Qualité satellite=good (100.0 % valides). Contexte hydrique=normal (bilan hydrique p=43.7, humidité du sol p=50.4). VPD=normal (p=32.6). Signal bas observé 5 fois sur 15 jours. Décision V0.1 issue de R4.",unexplained,none,Anomalie NDMI non expliquée par le contexte hydrique disponible.,v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20190907_11
site_004_20191002,site_004,2019-10-02,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.2303121181092026,0.20253489426139626,0.027777223847806343,60.416666666666664,48,normal,1.0,good,-47.190000000000005,22.739999999999988,-69.92999999999999,11.469534050179211,279,low,0.2173666666666666,0.2848333333333333,-0.06746666666666673,23.297491039426525,279,low,1.88,1.14,0.74,80.28673835125448,279,high,51.79999999999999,84.49999999999999,-32.699999999999996,31.899641577060933,279,normal,very_dry,0,not_applicable,R2,wait,none,none,False,False,rule_r2|good_satellite_quality|ndmi_within_seasonal_range|very_dry_hydro_context|vpd_percentile_ge_75,"NDMI=0.230, anomalie=0.028, percentile mensuel=60.4. Qualité satellite=good (100.0 % valides). Décision V0.1 issue de R2.",seasonal_range,none,NDMI dans sa distribution saisonnière habituelle.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191005,site_004,2019-10-05,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,0.2066892779618501,0.20253489426139626,0.004154383700453845,50.0,48,normal,0.1893939393939394,poor,-38.20000000000001,22.739999999999988,-60.94,23.297491039426525,279,low,0.2220666666666667,0.2848333333333333,-0.06276666666666664,25.089605734767023,279,normal,1.88,1.14,0.74,80.28673835125448,279,high,52.49999999999999,84.49999999999999,-31.999999999999993,31.899641577060933,279,normal,dry,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_within_seasonal_range|dry_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 18.9 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191007,site_004,2019-10-07,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,-29.440000000000005,22.739999999999988,-52.17999999999999,29.39068100358423,279,normal,0.2256666666666666,0.2848333333333333,-0.05916666666666673,25.806451612903224,279,normal,1.88,1.14,0.74,80.28673835125448,279,high,56.29999999999999,84.49999999999999,-28.199999999999996,34.40860215053764,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191010,site_004,2019-10-10,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,-20.56,22.739999999999988,-43.29999999999998,31.899641577060933,279,normal,0.2325,0.2848333333333333,-0.052333333333333315,28.31541218637993,279,normal,1.61,1.14,0.4700000000000002,78.49462365591397,279,high,63.89999999999999,84.49999999999999,-20.599999999999994,36.55913978494624,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191012,site_004,2019-10-12,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,-17.430000000000007,22.739999999999988,-40.169999999999995,32.25806451612903,279,normal,0.2381333333333333,0.2848333333333333,-0.04670000000000002,29.749103942652326,279,normal,1.61,1.14,0.4700000000000002,78.49462365591397,279,high,63.89999999999999,84.49999999999999,-20.599999999999994,36.55913978494624,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191015,site_004,2019-10-15,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,2.269999999999996,22.739999999999988,-20.46999999999999,37.992831541218635,279,normal,0.2467,0.2848333333333333,-0.038133333333333325,31.182795698924732,279,normal,1.61,1.14,0.4700000000000002,78.49462365591397,279,high,79.49999999999999,84.49999999999999,-5.0,48.028673835125446,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191017,site_004,2019-10-17,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,7.359999999999985,22.739999999999988,-15.380000000000003,39.42652329749104,279,normal,0.2541666666666666,0.2848333333333333,-0.03066666666666673,32.25806451612903,279,normal,1.61,1.14,0.4700000000000002,78.49462365591397,279,high,79.99999999999999,84.49999999999999,-4.5,48.38709677419355,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191020,site_004,2019-10-20,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,24.22999999999999,22.739999999999988,1.490000000000002,52.32974910394266,279,normal,0.2661666666666666,0.2848333333333333,-0.01866666666666672,41.21863799283154,279,normal,1.61,1.14,0.4700000000000002,78.49462365591397,279,high,90.6,84.49999999999999,6.1000000000000085,53.04659498207885,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context|vpd_percentile_ge_75,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191022,site_004,2019-10-22,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,46.83999999999999,22.739999999999988,24.1,69.53405017921148,279,normal,0.2807666666666666,0.2848333333333333,-0.004066666666666718,48.38709677419355,279,normal,1.2,1.14,0.06000000000000005,57.70609318996416,279,normal,109.0,84.49999999999999,24.500000000000014,69.53405017921148,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191025,site_004,2019-10-25,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,0.3246555164456368,0.20253489426139626,0.12212062218424052,97.91666666666666,48,normal,0.1515151515151515,poor,54.24999999999999,22.739999999999988,31.510000000000005,75.62724014336918,279,normal,0.2948666666666666,0.2848333333333333,0.010033333333333283,53.76344086021505,279,normal,1.2,1.14,0.06000000000000005,57.70609318996416,279,normal,114.9,84.49999999999999,30.40000000000002,76.70250896057348,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_within_seasonal_range|normal_hydro_context,Observation Sentinel insuffisante : 15.2 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191027,site_004,2019-10-27,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,False,insufficient_satellite_observation,,0.20253489426139626,,,48,unknown,0.0,poor,53.67,22.739999999999988,30.930000000000014,75.26881720430107,279,normal,0.3014666666666666,0.2848333333333333,0.016633333333333278,54.83870967741935,279,normal,1.11,1.14,-0.029999999999999805,41.21863799283154,279,normal,113.4,84.49999999999999,28.90000000000002,75.26881720430107,279,normal,normal,0,not_applicable,R1,abstain_insufficient_observation,wait_next_sentinel,none,False,True,rule_r1|poor_satellite_quality|ndmi_state_unknown|normal_hydro_context,Observation Sentinel insuffisante : 0.0 % de pixels valides. EVE s'abstient.,insufficient_observability,none,Observation satellite insuffisante pour conclure.,v0_theoretical_001,0,0,0,0,theoretical,False,not_started,none,not_available,False,,
site_004_20191030,site_004,2019-10-30,retrospective_loyo,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,2016|2017|2018|2020|2021|2022|2023|2024|2025,2016-01-01,2025-12-31,2026-06-23T13:21:49+00:00,True,True,eligible,0.0483512590818722,0.20253489426139626,-0.15418363517952405,2.083333333333333,48,very_low,0.8257575757575758,usable,61.07999999999998,22.739999999999988,38.33999999999999,79.56989247311827,279,normal,0.3102666666666666,0.2848333333333333,0.025433333333333252,55.91397849462365,279,normal,1.11,1.14,-0.029999999999999805,41.21863799283154,279,normal,115.59999999999998,84.49999999999999,31.099999999999994,77.06093189964157,279,normal,normal,1,single,R3,additional_information_candidate,review_raster,low,True,False,rule_r3|usable_satellite_quality|ndmi_percentile_le_10|normal_hydro_context,"NDMI=0.048, anomalie=-0.154, percentile mensuel=2.1. Qualité satellite=usable (82.6 % valides). Contexte hydrique=normal (bilan hydrique p=79.6, humidité du sol p=55.9). VPD=normal (p=41.2). Décision V0.1 issue de R3.",unexplained_low_confidence,none,"Anomalie NDMI possible, mais qualité seulement utilisable.",v0_theoretical_001,10,20,0,5,theoretical,False,not_started,none,not_available,False,,site_004_episode_20191030_12
