episode_id,parcel_id,episode_start_date,episode_end_date,peak_date,duration_days,decision_point_count,dominant_index,worst_ndmi_value,worst_ndmi_anomaly,lowest_ndmi_percentile,best_valid_pixel_ratio,dominant_hydro_context,highest_vpd_state,persistence_state,maximum_urgency,proposed_action,justification_codes,rules_version,baseline_version,evaluation_mode,cost_model_version,cost_status,estimated_time_min_low,estimated_time_min_high,estimated_cost_eur_low,estimated_cost_eur_high,delay_cost_estimated,verification_status,verification_method,verification_result,human_decision_available,human_final_decision,generated_at,episode_vegetation_anomaly_score_max,episode_climatic_pressure_score_max,episode_consistency_score_max,episode_quality_risk_score_max,simple_weather_alert_any,simple_vegetation_alert_any,simple_combined_alert_any,offline_decision_possible_any,degraded_mode_recommendation_main,episode_phenology_stage_main,episode_phenology_interpretation_risk_max,eve_v0_2_rules_version,eve_v0_2_generated_at,episode_type_primary,episode_type_flags,episode_type_confidence,eve_alert,eve_vs_simple_baseline_relation,physical_time_min_low,physical_time_min_high,physical_travel_km_low,physical_travel_km_high,physical_electricity_kwh_low,physical_electricity_kwh_high,estimated_kgco2e_low,estimated_kgco2e_high,material_mobilized,digital_dependency_level,physical_cost_model_version,physical_cost_status,cost_confidence,manual_audit_reasons,requires_manual_audit_v0_2,episode_phenology_interpretation_risk_order
site_004_episode_20220512_21,site_004,2022-05-12,2022-05-29,2022-05-12,17,4,NDMI_BUFFER_10M,0.1829976304222575,-0.1573284000059533,4.651162790697675,1.0,very_dry,very_high,strong_persistent,high,priority_field_check,good_satellite_quality|low_precipitation_context|ndmi_percentile_le_10|ndmi_percentile_le_20|persistent_low_signal|rule_r6|strong_persistent_low_signal|very_dry_hydro_context|vpd_percentile_ge_90,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,1.0,1.0,0.0,False,True,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.9,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check|lowest_ndmi_percentile_lte_5,True,2
site_004_episode_20250617_30,site_004,2025-06-17,2025-06-29,2025-06-19,12,3,NDMI_BUFFER_10M,0.2667018729403164,-0.0527579920846179,4.838709677419355,1.0,very_dry,very_high,strong_persistent,high,priority_field_check,dry_hydro_context|good_satellite_quality|ndmi_percentile_le_10|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r4|rule_r6|strong_persistent_low_signal|very_dry_hydro_context|vpd_percentile_ge_75|vpd_percentile_ge_90,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,1.0,0.75,0.0,False,True,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.75,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check|lowest_ndmi_percentile_lte_5,True,2
site_004_episode_20200820_14,site_004,2020-08-20,2020-09-16,2020-08-27,27,6,NDMI_BUFFER_10M,0.1650040967027907,-0.09193137604553625,5.714285714285714,1.0,very_dry,normal,strong_persistent,high,priority_field_check,dry_hydro_context|good_satellite_quality|low_precipitation_context|ndmi_percentile_le_10|ndmi_percentile_le_20|persistent_low_signal|rule_r5|rule_r6|strong_persistent_low_signal|very_dry_hydro_context,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.85,0.85,0.85,0.0,False,True,False,False,normal_digital_mode,summer_stress_window,low,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.85,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check,True,1
site_004_episode_20200606_13,site_004,2020-06-06,2020-07-31,2020-06-23,55,14,NDMI_BUFFER_10M,0.2102716968511231,-0.07003923324042596,5.88235294117647,1.0,very_dry,high,strong_persistent,high,priority_field_check,dry_hydro_context|good_satellite_quality|low_precipitation_context|ndmi_percentile_le_10|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r4|rule_r6|strong_persistent_low_signal|very_dry_hydro_context|vpd_percentile_ge_75,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.85,1.0,0.85,0.0,True,True,True,False,normal_digital_mode,summer_stress_window,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate|atmospheric_demand_candidate,0.85,True,both_alert,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check|duration_gte_30d,True,2
site_004_episode_20220621_22,site_004,2022-06-21,2022-06-21,2022-06-21,0,1,NDMI_BUFFER_10M,0.2744002444951823,-0.047285626190855634,7.8125,1.0,very_dry,very_high,single,high,priority_field_check,good_satellite_quality|low_precipitation_context|ndmi_percentile_le_10|rule_r6|very_dry_hydro_context|vpd_percentile_ge_90,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.85,1.0,0.85,0.0,False,True,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.85,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check,True,2
site_004_episode_20170403_02,site_004,2017-04-03,2017-04-13,2017-04-03,10,5,NDMI_BUFFER_10M,0.114827387605987,-0.161485806100865,11.627906976744185,1.0,dry,very_high,strong_persistent,high,priority_field_check,dry_hydro_context|good_satellite_quality|low_precipitation_context|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r3|rule_r4|rule_r6|strong_persistent_low_signal|usable_satellite_quality|vpd_percentile_ge_75|vpd_percentile_ge_90,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.65,0.85,0.65,0.35,False,False,False,False,normal_digital_mode,early_season,high,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,phenology_transition|hydroclimatic_candidate,0.65,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check,True,3
site_004_episode_20240806_28,site_004,2024-08-06,2024-08-16,2024-08-06,10,3,NDMI_BUFFER_10M,0.1865287171182872,-0.07208993882787498,13.23529411764706,1.0,dry,high,strong_persistent,high,priority_field_check,dry_hydro_context|good_satellite_quality|low_precipitation_context|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r4|rule_r6|strong_persistent_low_signal|vpd_percentile_ge_75,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,120,20.0,70.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.65,0.75,0.65,0.0,True,False,True,False,normal_digital_mode,summer_stress_window,low,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate|atmospheric_demand_candidate,0.65,True,both_alert,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,priority_field_check,True,1
site_004_episode_20260612_32,site_004,2026-06-12,2026-06-12,2026-06-12,0,1,NDMI_BUFFER_10M,0.2923450031402435,-0.02622307233060872,17.80821917808219,1.0,very_dry,normal,single,medium,field_check,good_satellite_quality|low_precipitation_context|ndmi_percentile_le_20|rule_r5|very_dry_hydro_context,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,90,20.0,50.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.65,0.85,0.65,0.0,False,False,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.65,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,field_check,True,2
site_004_episode_20181030_09,site_004,2018-10-30,2018-10-30,2018-10-30,0,1,NDMI_BUFFER_10M,0.1445567601610387,-0.0735490791785823,18.6046511627907,0.9242424242424242,dry,normal,single,medium,field_check,dry_hydro_context|good_satellite_quality|ndmi_percentile_le_20|rule_r5,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,90,20.0,50.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.65,0.6,0.6,0.0,False,False,False,False,normal_digital_mode,late_season,high,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,phenology_transition|hydroclimatic_candidate,0.6,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,field_check,True,3
site_004_episode_20170515_03,site_004,2017-05-15,2017-05-15,2017-05-15,0,1,NDMI_BUFFER_10M,0.2701270870412842,-0.04535254147468193,19.148936170212767,1.0,dry,normal,single,medium,field_check,dry_hydro_context|good_satellite_quality|ndmi_percentile_le_20|rule_r5,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,60,90,20.0,50.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.65,0.6,0.6,0.0,False,False,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,hydroclimatic_candidate,hydroclimatic_candidate,0.6,True,eve_only,60,120,,,0.0,0.0,,,human_vehicle_optional,low,eve_costs_v0_2,theoretical,low,field_check,True,2
site_004_episode_20250401_29,site_004,2025-04-01,2025-05-16,2025-04-08,45,11,NDMI_BUFFER_10M,0.0322306716592389,-0.24408252204761308,0.0,1.0,normal,high,strong_persistent,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r4|strong_persistent_low_signal|vpd_percentile_ge_75,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,0.3,0.3,0.0,False,True,False,False,normal_digital_mode,early_season,high,v0.2,2026-06-23T18:08:05+00:00,phenology_transition,phenology_transition|unexplained_vegetation_anomaly|management_effect_possible,0.6,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,duration_gte_30d|lowest_ndmi_percentile_lte_5|unexplained_vegetation_anomaly|normal_hydro_extreme_ndmi,True,3
site_004_episode_20191030_12,site_004,2019-10-30,2019-10-30,2019-10-30,0,1,NDMI_BUFFER_10M,0.0483512590818722,-0.15418363517952405,2.083333333333333,0.8257575757575758,normal,normal,single,low,review_raster,ndmi_percentile_le_10|normal_hydro_context|rule_r3|usable_satellite_quality,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,0.15,0.15,0.35,False,True,False,False,normal_digital_mode,late_season,high,v0.2,2026-06-23T18:08:05+00:00,phenology_transition,phenology_transition|unexplained_vegetation_anomaly|management_effect_possible,0.6,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,lowest_ndmi_percentile_lte_5|unexplained_vegetation_anomaly|normal_hydro_extreme_ndmi,True,3
site_004_episode_20201031_15,site_004,2020-10-31,2020-10-31,2020-10-31,0,1,NDMI_BUFFER_10M,0.11671990034114,-0.09129535633308648,6.382978723404255,1.0,normal,normal,single,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|rule_r4,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.85,0.15,0.15,0.0,False,True,False,False,normal_digital_mode,late_season,high,v0.2,2026-06-23T18:08:05+00:00,phenology_transition,phenology_transition|unexplained_vegetation_anomaly|management_effect_possible,0.6,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,unexplained_vegetation_anomaly,True,3
site_004_episode_20160428_01,site_004,2016-04-28,2016-05-08,2016-05-05,10,3,NDMI_BUFFER_10M,0.0696274073250772,-0.2511073231450582,0.0,1.0,normal,normal,strong_persistent,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|persistent_low_signal|rule_r4|strong_persistent_low_signal,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,0.15,0.15,0.0,False,True,False,False,normal_digital_mode,growth,high,v0.2,2026-06-23T18:08:05+00:00,unexplained_vegetation_anomaly,unexplained_vegetation_anomaly|management_effect_possible,0.8,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,lowest_ndmi_percentile_lte_5|unexplained_vegetation_anomaly|normal_hydro_extreme_ndmi,True,3
site_004_episode_20210718_17,site_004,2021-07-18,2021-07-18,2021-07-18,0,1,NDMI_BUFFER_10M,0.17060195778807,-0.09754070714398319,0.0,1.0,normal,normal,single,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|rule_r4,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,0.15,0.15,0.0,False,True,False,False,normal_digital_mode,summer_stress_window,low,v0.2,2026-06-23T18:08:05+00:00,unexplained_vegetation_anomaly,unexplained_vegetation_anomaly|management_effect_possible,0.8,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,lowest_ndmi_percentile_lte_5|unexplained_vegetation_anomaly|normal_hydro_extreme_ndmi,True,1
site_004_episode_20240630_27,site_004,2024-06-30,2024-07-15,2024-06-30,15,2,NDMI_BUFFER_10M,0.2345861490272607,-0.06458012330712698,1.5151515151515151,1.0,normal,normal,persistent,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|ndmi_percentile_le_20|normal_hydro_context|persistent_low_signal|rule_r4,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,1.0,0.15,0.15,0.0,False,True,False,False,normal_digital_mode,growth,medium,v0.2,2026-06-23T18:08:05+00:00,unexplained_vegetation_anomaly,unexplained_vegetation_anomaly|management_effect_possible,0.8,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,lowest_ndmi_percentile_lte_5|unexplained_vegetation_anomaly|normal_hydro_extreme_ndmi,True,2
site_004_episode_20220827_24,site_004,2022-08-27,2022-09-06,2022-08-27,10,2,NDMI_BUFFER_10M,0.165338731441421,-0.09144664777153541,5.970149253731343,1.0,normal,normal,persistent,medium,review_raster,good_satellite_quality|ndmi_percentile_le_10|normal_hydro_context|persistent_low_signal|rule_r4,v0.1,monthly_reference_2016_2025_v0.1_site_004_retrospective_loyo,retrospective_loyo,v0_theoretical_001,theoretical,10,20,0.0,5.0,False,not_started,none,not_available,False,,2026-06-23T18:08:05+00:00,0.85,0.15,0.15,0.0,False,True,False,False,normal_digital_mode,summer_stress_window,low,v0.2,2026-06-23T18:08:05+00:00,unexplained_vegetation_anomaly,unexplained_vegetation_anomaly|management_effect_possible,0.8,True,eve_only,15,45,0.0,0.0,0.01,0.1,,,computer,medium,eve_costs_v0_2,theoretical,low,unexplained_vegetation_anomaly,True,1
